transcript_id,freeenergy,length
NM_006106,-499.9,1353
NM_001308060,-74.9,324
NM_004544,-330.5,1068
NM_004546,-116.4,318
NM_001184988,-67.7,231
NM_006819,-479.3,1632
NM_001293725,-762.4,2604
NM_001165938,-473.1,1284
NM_005681,-329.2,1353
NM_001257102,-71.6,297
NM_021003,-310.8,1149
NM_004146,-174.9,414
NM_139352,-245.4,1011
NM_145726,-545.4,1632
NM_004619,-490.3,1674
NM_001308057,-112,480
NM_002494,-67.7,231
NM_017667,-733.3,2895
NM_001003796,-118.3,387
NM_002706,-403.8,1440
NM_006176,-109.6,237
NM_001199958,-124.1,408
NM_001282099,-512.4,1413
NM_001282419,-62.1,306
NM_181519,-478.6,1173
NM_001135218,-130.8,486
NM_003477,-456.9,1506
NM_152280,-441.5,1296
NM_005002,-346.4,1134
NM_001184991,-67.7,231
NM_005167,-674.7,1518
NM_018121,-950.9,3522
NM_014781,-1138.94,4785
NM_020826,-534.17,1281
NM_001243157,-727.7,1614
NM_138572,-315.6,933
NM_139315,-794.6,2034
NM_001130848,-1632.9,3732
NM_001130145,-537.8,1515
NM_021203,-290.1,816
NM_001282098,-505.9,1365
NM_005001,-127.7,342
NM_002493,-100.5,387
NM_001142503,-1379.1,3312
NM_207341,-725.9,1917
NM_001288799,-46.7,192
NM_001205180,-184.9,474
NM_016524,-480.8,1425
NM_001135024,-435.3,1461
NM_001126181,-109.6,237
NM_014634,-592.4,1365
NM_001145375,-298.6,786
NM_006473,-853.1,1869
NM_001033557,-316.8,1143
NM_006645,-330.1,876
NM_152542,-342.5,1119
NM_001168331,-92,363
NM_004541,-59.1,213
NM_145725,-570.5,1707
NM_005639,-341.2,1269
NM_001033910,-490.3,1674
NM_015650,-556.2,2076
NM_001297774,-522.9,1149
NM_144641,-612.8,1380
NM_001177880,-535.1,1266
NM_144962,-233.7,684
NM_003194,-288.1,1020
NM_006020,-400.5,1170
NM_001190415,-829.5,2145
NM_001195045,-291.6,981
NM_001201536,-329.2,1353
NM_138385,-304,699
NM_021075,-458.2,1422
NM_032461,-72.5,312
NM_001099687,-131.2,375
NM_001199427,-477.1,1458
NM_001282101,-540.9,1527
NM_001004318,-519.8,1317
NM_001308056,-150.5,618
NM_005642,-277.3,1050
NM_014906,-806.1,2268
NM_198563,-326.9,885
NM_001003828,-433.7,1194
NM_006346,-463.5,2274
NM_001270805,-429.1,1278
NM_001093767,-115,294
NM_001243386,-315.2,870
NM_001308058,-112,480
NM_021138,-602.6,1506
NM_032431,-687.9,1851
NM_175733,-482.8,1476
NM_024553,-247.8,984
NM_003122,-60.4,240
NM_005645,-74.7,375
NM_001184989,-67.7,231
NM_001243159,-601.4,1383
NM_001288798,-145.2,357
NM_005003,-154.7,471
NM_178006,-1171.8,3342
NM_001195044,-528.4,1467
NM_020845,-1737.4,4050
NM_001300801,-1734.5,4032
NM_003185,-1423.6,3258
NM_020478,-176.9,468
NM_001001503,-85.2,327
NM_177983,-566,1641
NM_004910,-1635.6,3735
NM_005644,-130.8,486
NM_001001655,-298.6,786
NM_177968,-326.9,1164
NM_001278645,-125.3,372
NM_001025247,-268.7,978
NM_001184986,-67.7,231
NM_004547,-96,390
NM_021978,-1066.8,2568
NM_005008,-118.3,387
NM_182739,-94,342
NM_005658,-507.4,1251
NM_001308061,-85.7,372
NM_001166158,-267.9,825
NM_001282652,-531.3,1773
NM_001177642,-1020.8,2688
NM_005640,-758,2589
NM_001139490,-517.95,1878
NM_032271,-776.7,2013
NM_001247987,-354,849
NM_003300,-570.5,1707
NM_001258338,-50,192
NM_182552,-937.5,2688
NM_000820,-928.4,2037
NM_001282979,-881.3,2295
NM_014350,-143.1,597
NM_001301872,-139.5,363
NM_001105208,-137.4,363
NM_019041,-342.4,1143
NM_001286360,-249.3,840
NM_001029882,-2164.3,4812
NM_001286813,-143.1,597
NM_001098515,-449.8,1032
NM_000875,-1472.3,4104
NM_001079521,-921.7,4074
NM_001286817,-123.2,501
NM_001128221,-246.3,621
NM_002293,-1646.9,4830
NM_000346,-607.1,1530
NM_001321,-192.4,582
NM_005077,-832.5,2313
NM_001256009,-531.5,2163
NM_001185054,-813.4,2181
NM_001291872,-498.6,1629
NM_139285,-1145.6,2643
NM_001282748,-793.2,2418
NM_001284390,-329.5,888
NM_001111298,-286.7,1014
NM_152362,-268,561
NM_201433,-532.6,1431
NM_002048,-576.9,1038
NM_152750,-792.7,2658
NM_001297427,-494.2,1167
NM_005078,-891.9,2319
NM_001286814,-153.1,633
NM_173672,-265.3,936
NM_001282980,-882,2304
NM_000149,-437,1086
NM_001007540,-923.6,2367
NM_017508,-714.9,2415
NM_012109,-437.1,1029
NM_001297423,-528.2,1269
NM_054031,-337.5,969
NM_000150,-426.7,1080
NM_005686,-733,1869
NM_003260,-951.8,2232
NM_001166112,-1732.6,3903
NM_005483,-1065,2871
NM_001300846,-954.7,2235
NM_003644,-330,1011
NM_001193570,-202.5,564
NM_001142316,-169.1,477
NM_001265587,-201.2,474
NM_019903,-527.9,2025
NM_014574,-653.1,2142
NM_020908,-876.4,2283
NM_001270507,-782,2373
NM_001303103,-845.9,2343
NM_003106,-400.5,954
NM_001253676,-124.3,561
NM_001481,-494.4,1437
NM_001297426,-494.2,1167
NM_001297424,-528.2,1269
NM_001142389,-240.5,762
NM_206890,-961.8,2526
NM_005925,-594.6,2106
NM_017488,-739.3,1932
NM_003107,-719.1,1425
NM_001256007,-588.2,2349
NM_007084,-433.7,831
NM_015723,-588.2,2349
NM_002195,-116.7,420
NM_139126,-334.9,1479
NM_004078,-209,582
NM_206889,-1042.9,2670
NM_032326,-638,1515
NM_005055,-545.4,1239
NM_001303104,-819.2,2268
NM_002315,-166.3,471
NM_014974,-1788.7,4671
NM_001291869,-576.6,1818
NM_001301870,-313.6,1035
NM_173354,-1032,2352
NM_138705,-184.9,546
NM_001297425,-528.2,1269
NM_001301871,-166.5,717
NM_002674,-122.8,498
NM_003162,-710.6,2343
NM_203500,-811,1875
NM_004986,-879.9,3903
NM_001144761,-902.4,2121
NM_013255,-589.5,2208
NM_015191,-925.8,2781
NM_001256008,-588.2,2349
NM_001105192,-892,2310
NM_001119,-744.7,2214
NM_001042635,-292.8,948
NM_004865,-124.3,561
NM_015514,-288.7,936
NM_001146115,-907.3,2397
NM_002033,-842.7,1593
NM_001039877,-991.9,2283
NM_001007225,-526.6,1671
NM_001267804,-382.5,1128
NM_032857,-523.8,1644
NM_001174157,-1306.5,3546
NM_001270508,-782,2373
NM_014190,-629,1896
NM_001311175,-188.9,615
NM_001270428,-163.9,468
NM_001083893,-720.8,2394
NM_033100,-964,2580
NM_001617,-813.4,2181
NM_021137,-332.6,951
NM_176801,-660,1989
NM_006290,-782,2373
NM_000517,-162.6,429
NM_001146006,-935.9,1932
NM_001286208,-303.4,861
NM_001286205,-409.7,1188
NM_001302996,-526.8,1467
NM_006943,-507.7,948
NM_173602,-1582.7,4731
NM_020863,-1357,3732
NM_001185055,-686.5,1728
NM_178424,-768.3,2262
NM_001114184,-279.2,816
NM_001143986,-723.1,1719
NM_015151,-1905.5,4716
NM_000148,-430.7,1098
NM_006813,-361.8,984
NM_001286361,-189.6,600
NM_004650,-240.5,762
NM_006291,-944.8,1965
NM_001079522,-880.9,3921
NM_006942,-285.4,702
NM_001128219,-325.6,891
NM_025225,-544.6,1446
NM_001171976,-1568.6,3933
NM_005330,-139,444
NM_006702,-1762.4,3984
NM_001031733,-132.5,450
NM_001256011,-507.2,2049
NM_006547,-507.8,1740
NM_001166113,-1762.4,3984
NM_001282982,-810.2,2100
NM_005331,-183.9,429
NM_001286815,-123.2,501
NM_001160423,-426,1317
NM_174942,-495.8,2085
NM_016350,-1190.2,4134
NM_001143830,-266.6,942
NM_022454,-607.6,1245
NM_018419,-604.6,1155
NM_001098537,-1756.3,4029
NM_001256010,-507.2,2049
NM_001040274,-612.1,2439
NM_016824,-549.6,2121
NM_005574,-298.9,684
NM_031439,-512.3,1167
NM_001291858,-1471.4,4101
NM_001193571,-209,582
NM_025155,-405.9,1179
NM_012289,-811,1875
NM_001301047,-246.5,708
NM_001282749,-719.9,2247
NM_018640,-125.8,438
NM_001029939,-1339.5,3696
NM_001077654,-137.9,567
NM_006546,-586.8,1734
NM_000518,-173.8,444
NM_017482,-670,1680
NM_001267803,-382.5,1128
NM_020376,-653.3,1515
NM_017761,-93.9,420
NM_001167942,-268,561
NM_001278730,-649.6,1365
NM_016059,-158.9,501
NM_001286645,-658.5,1989
NM_001121,-527.9,2025
NM_001105209,-137.4,363
NM_005441,-521.5,1680
NM_014587,-638.5,1341
NM_171846,-382.5,1122
NM_001304550,-303.7,1062
NM_014941,-1017,2913
NM_001567,-1592,3777
NM_001303257,-1053.9,3090
NM_017736,-303.7,1062
NM_001303256,-1060.7,3099
NM_012117,-137.5,576
NM_016587,-120.4,552
NM_001297719,-562.24,1881
NM_001206647,-187.6,552
NM_014862,-766.2,2154
NM_007276,-120.4,552
NM_020183,-493.9,1911
NM_001190267,-510.1,1476
NM_175709,-324.6,756
NM_032647,-284.1,636
NM_020134,-644,1695
NM_001197294,-788.4,2055
NM_001030273,-506.64,1749
NM_032989,-239.9,507
NM_001098787,-123.1,336
NM_020649,-504.3,1170
NM_001127228,-156.9,558
NM_006426,-709.4,1719
NM_001190266,-536.2,1572
NM_001178,-559.74,1878
NM_014292,-551.2,1239
NM_004322,-239.9,507
NM_001248005,-406.7,1623
NM_001297722,-562.24,1881
NM_001253723,-644,1695
NM_005189,-683.6,1599
NM_030803,-623.1,1824
NM_001030272,-559.74,1878
NM_016526,-115.7,309
NM_001303494,-529.7,1185
NM_001386,-620.2,1719
NM_006807,-156.9,558
NM_020642,-216.5,633
NM_003613,-1387.9,3555
NM_033388,-845.7,1860
NM_001244604,-589.1,1611
NM_001248004,-449.8,1767
NM_198890,-467.5,1335
NM_017974,-594.8,1767
NM_022047,-811.9,1896
NM_001282806,-523.9,1908
NM_000024,-425.2,1242
NM_145021,-256.4,876
NM_207391,-383.1,708
NM_001166253,-593.9,1743
NM_001282805,-572.1,2115
NM_130800,-785.3,1848
NM_005451,-582.1,1374
NM_001211,-862.3,3153
NM_001098272,-442.4,1563
NM_017824,-232.4,837
NM_000244,-785.3,1848
NM_000603,-1653.2,3612
NM_001130966,-545.5,1605
NM_016221,-410.2,1383
NM_001199743,-155,459
NM_032550,-900,2445
NM_001199011,-63.2,255
NM_138396,-480.7,1041
NM_016496,-316.4,741
NM_001261412,-403,1212
NM_001293634,-657.1,1473
NM_001190836,-1450.4,3711
NM_022826,-572.1,2115
NM_001261413,-400.6,1206
NM_001130009,-682.7,2727
NM_001001936,-901.8,2457
NM_001270660,-819.4,2589
NM_152515,-524.2,2238
NM_020814,-494.9,1233
NM_024348,-199.1,531
NM_178450,-267.9,762
NM_152406,-901.2,2307
NM_182625,-682.7,2727
NM_001281426,-174.9,465
NM_001281427,-187.8,531
NM_001281425,-164.7,477
NM_005885,-859.4,2733
NM_001135041,-1344.5,3420
NM_015338,-1667.5,4626
NM_001288780,-723.2,2400
NM_181708,-290.9,879
NM_004336,-898.2,3258
NM_001308240,-173.6,423
NM_015329,-731.4,1842
NM_213636,-286.4,669
NM_001314028,-516.4,1545
NM_017589,-182.1,672
NM_032486,-181.9,549
NM_001278617,-858.3,3087
NM_130799,-770.6,1833
NM_203352,-531.6,1272
NM_205767,-154.1,357
NM_003038,-629,1599
NM_001061,-545.5,1605
NM_014413,-578.4,1893
NM_015525,-1115.1,4062
NM_032574,-66.7,300
NM_001164603,-71.4,258
NM_004603,-302.5,867
NM_001134335,-577.8,1890
NM_002759,-374.5,1656
NM_001300906,-1100.6,4017
NM_001193493,-243.5,705
NM_024315,-86.9,357
NM_001282866,-556.4,1722
NM_001145646,-185.9,651
NM_001145395,-392.6,1209
NM_032603,-989.4,2262
NM_000645,-1223.1,4548
NM_199186,-227.8,780
NM_003782,-522.2,1137
NM_003946,-297.6,627
NM_006820,-349.1,1359
NM_031301,-231.6,774
NM_032844,-678.6,2637
NM_001300764,-174.5,528
NM_018946,-380.2,1080
NM_017892,-720.6,2793
NM_177422,-527.7,1881
NM_001724,-227.8,780
NM_017738,-963.84,4221
NM_016362,-143.5,354
NM_001271665,-99.9,570
NM_001286264,-387.8,1341
NM_130801,-785.3,1848
NM_001009921,-1192.5,4287
NM_080413,-811.7,2088
NM_020662,-384.5,1332
NM_005533,-364.6,867
NM_001003722,-735.6,2097
NM_024075,-439.1,933
NM_001185057,-310.1,660
NM_014753,-1121.7,3849
NM_001547,-398.7,1419
NM_001282333,-431.7,948
NM_052965,-166,516
NM_020165,-353.5,1488
NM_020857,-1267.24,2922
NM_001304466,-513,1446
NM_002826,-959.5,2244
NM_001078177,-486.1,1371
NM_001105518,-617.9,2703
NM_022916,-566.5,1791
NM_001079874,-240,864
NM_001077446,-439.1,933
NM_012420,-377.3,1449
NM_022575,-997.1,2520
NM_001652,-380.2,849
NM_000642,-1231.7,4599
NM_012208,-534.5,1521
NM_001304462,-596.8,1608
NM_019592,-839.9,2928
NM_001286639,-559.1,1317
NM_207346,-738.7,1581
NM_001031683,-397.5,1473
NM_001499,-686.5,1980
NM_001286265,-357.7,1227
NM_001077628,-294.8,798
NM_012272,-1013.9,2577
NM_001078175,-486.1,1371
NM_014940,-697.1,1644
NM_032211,-1044.9,2271
NM_001300766,-136.3,405
NM_001278731,-513.9,1446
NM_001286266,-353.4,1182
NM_000271,-1282.3,3837
NM_007148,-888.3,1896
NM_001145394,-360.1,1221
NM_015303,-1191.7,4281
NM_001270928,-356.6,1344
NM_181701,-864.4,2097
NM_002318,-924,2325
NM_017673,-617.9,2703
NM_001145393,-414.2,1320
NM_006057,-322.6,933
NM_001276319,-376.9,813
NM_001289165,-466.7,1179
NM_001145392,-427.5,1398
NM_003783,-295.4,1269
NM_001142501,-603.4,1473
NM_001114395,-336.9,1176
NM_001172303,-679.1,2640
NM_001304463,-550.1,1497
NM_006417,-361.9,1335
NM_024852,-769.8,2583
NM_001005415,-316.4,741
NM_001549,-397.5,1473
NM_001282332,-439.1,933
NM_022917,-1424.4,3441
NM_000646,-1220.9,4551
NM_017629,-806.3,2586
NM_033171,-322.6,933
NM_001276311,-244.4,546
NM_001293085,-227.8,780
NM_001134398,-990.5,2637
NM_001286985,-133.1,423
NM_001172304,-635.5,2523
NM_032355,-833.5,1959
NM_001278732,-365.4,1089
NM_025265,-427.5,1398
NM_001548,-379.8,1437
NM_018622,-344.3,1140
NM_182715,-193.4,726
NM_001037639,-302.4,990
NM_006754,-213.3,780
NM_000449,-706.1,1851
NM_031462,-269.5,789
NM_016300,-723.2,2439
NM_001025603,-706.1,1851
NM_001025199,-317.3,936
NM_004000,-399,1173
NM_134433,-852,2097
NM_001025197,-387.6,1143
NM_000538,-314.3,819
NM_001242614,-280,819
NM_000635,-872.1,2172
NM_134446,-227.4,642
NM_001289036,-431.3,1557
NM_001256673,-484.8,1047
NM_017853,-110.8,450
NM_001304509,-330.5,756
NM_031219,-330.5,756
NM_001282117,-366.2,1242
NM_004734,-698.9,2190
NM_013442,-409.8,1071
NM_134440,-257.1,714
NM_001278727,-258.6,717
NM_001287338,-240.8,1014
NM_001278409,-548.1,1419
NM_001278728,-257.1,714
NM_001256677,-469.8,1068
NM_001282116,-675,2250
NM_006628,-92.7,339
NM_001287031,-358.8,936
NM_001306191,-103.1,396
NM_000714,-249.2,510
NM_001287032,-317.6,918
NM_032193,-231,495
NM_001278408,-597.1,1518
NM_003721,-286.6,783
NM_001304510,-330.5,756
NM_004809,-548.3,1197
NM_001142317,-110.8,450
NM_001305557,-136.6,405
NM_001195430,-38,171
NM_006397,-344.1,900
NM_001142318,-110.8,450
NM_001184808,-211,570
NM_001278352,-832.5,2670
NM_002918,-1322.5,2940
NM_001157,-597.1,1518
NM_001040260,-764.6,2301
NM_174941,-1543.6,4362
NM_001256676,-424.9,933
NM_145060,-151.5,768
NM_145049,-210.2,957
NM_134428,-675,2250
NM_001195416,-393.4,1302
NM_001286739,-434.5,1143
NM_024292,-60.9,222
NM_001256672,-547.8,1194
NM_022841,-1194.7,4383
NM_001195415,-375.4,1269
NM_182620,-77.2,366
NM_001286741,-477.1,1263
NM_002197,-832.5,2670
NM_001267616,-76.9,270
NM_001201477,-421.4,1557
NM_138481,-1200,2289
NM_001039535,-151.5,768
NM_001305564,-63.5,216
NM_201265,-434.5,1143
NM_031216,-325,1083
NM_001256531,-249.2,510
NM_024570,-220.6,939
NM_001306195,-92.7,339
NM_001286742,-477.1,1263
NM_001305563,-63.5,216
NM_006701,-145.2,429
NM_001040261,-781.2,2352
NM_001142279,-195.7,774
NM_014235,-181.7,474
NM_001278407,-597.1,1518
NM_032907,-434.5,1143
NM_001256675,-451.8,984
NM_032124,-231.1,780
NM_001013437,-376.4,1266
NM_001198939,-626.3,2073
NM_033403,-687.4,1947
NM_001256530,-249.2,510
NM_001306196,-103.1,396
NM_001048241,-60.9,222
NM_001286740,-434.5,1143
NM_004786,-218.6,870
NM_001256674,-483.8,1044
NM_198332,-903.1,2544
NM_001170795,-229.9,690
NM_001114100,-1029.3,2430
NM_020193,-1072.96,3969
NM_031206,-799.4,2205
NM_016085,-157.3,516
NM_001170650,-734.5,2028
NM_001300943,-1074.76,3972
NM_001114099,-1079.4,2523
NM_201575,-1172.4,2733
NM_001300944,-1065.06,3972
NM_001243332,-1183.1,2772
NM_001170649,-779,2154
NM_017621,-416,909
NM_181537,-478.5,1380
NM_001300845,-473.2,1266
NM_001029858,-413.5,1227
NM_138469,-632.3,2337
NM_019848,-603.8,1434
NM_000034,-420.9,1095
NM_001204218,-1641.3,4407
NM_001199787,-277.6,741
NM_080670,-407.1,975
NM_139312,-599.1,2322
NM_003755,-356.7,963
NM_014697,-609.4,1521
NM_032727,-665.4,1500
NM_001257134,-48.9,174
NM_152245,-879.5,2319
NM_001253866,-544,2052
NM_014263,-560.6,2151
NM_001284335,-139.3,615
NM_014472,-632.3,2337
NM_201566,-511.1,1281
NM_001201547,-334.3,1278
NM_024838,-596.5,2232
NM_184043,-420.9,1095
NM_001193426,-174.1,693
NM_005114,-350.8,924
NM_153498,-353.9,1158
NM_006360,-293.7,1125
NM_173508,-574.1,1473
NM_001284336,-163.3,630
NM_001193424,-305.1,1233
NM_003173,-476.9,1239
NM_003751,-929.1,2445
NM_001193427,-128.6,513
NM_020786,-569.5,1590
NM_004062,-1011.2,2490
NM_032901,-48.9,174
NM_025246,-350.2,1239
NM_001134658,-350.3,1098
NM_001242923,-480.7,1551
NM_020799,-334.5,1311
NM_000625,-1333.3,3462
NM_001145135,-879.5,2319
NM_001307929,-164.5,729
NM_001280796,-347.7,981
NM_152679,-488.5,1314
NM_001001479,-504.8,1053
NM_153226,-348.9,1095
NM_001201546,-370.5,1320
NM_003754,-372.5,1074
NM_001243177,-485,1257
NM_001097599,-350.2,1239
NM_024881,-507.2,1233
NM_003753,-534.8,1647
NM_013234,-212.1,657
NM_003750,-1150.3,4149
NM_001040436,-536.2,1434
NM_001568,-335.8,1338
NM_016091,-522.8,1695
NM_001126060,-274.4,636
NM_018656,-273.7,942
NM_001037808,-962.69,2742
NM_001267574,-962.69,2742
NM_001008783,-580.4,1251
NM_001201549,-277.5,960
NM_001197,-196.8,483
NM_005165,-401.6,1095
NM_001164757,-600.9,1506
NM_152527,-529.7,1533
NM_006041,-517.6,1173
NM_014037,-741.9,2211
NM_021957,-620.4,2112
NM_001308393,-124,396
NM_033163,-304.1,735
NM_000229,-535.2,1323
NM_006042,-578.3,1221
NM_004377,-879.5,2319
NM_020397,-315.7,1074
NM_004696,-408.2,1464
NM_001256620,-632.3,2337
NM_001037283,-929.1,2445
NM_001142392,-603.8,1434
NM_001193425,-255.8,1053
NM_017877,-469.7,1116
NM_001256619,-644.1,2379
NM_194298,-448.9,1530
NM_001127617,-420.9,1095
NM_001009606,-504.8,1029
NM_052960,-104.2,405
NM_001286220,-394.1,1164
NM_002461,-534.4,1203
NM_001201548,-293.8,1149
NM_001010893,-335.9,1317
NM_001083961,-1884.8,4572
NM_184041,-420.9,1095
NM_173636,-1880.6,4557
NM_001142391,-560.9,1347
NM_001195203,-307,789
NM_001289950,-330.5,846
NM_001130056,-308.5,774
NM_002661,-1264.5,3798
NM_005044,-388,1077
NM_000031,-406.2,993
NM_032378,-884.6,1944
NM_001130057,-330.5,846
NM_001130055,-330.5,846
NM_001960,-330.5,846
NM_001130053,-884.6,1944
NM_001317744,-249,822
NM_003313,-367,966
NM_181333,-528.1,1167
NM_001278606,-525.9,1581
NM_016563,-343.8,801
NM_006477,-302.5,612
NM_033315,-242.1,612
NM_001164615,-586.9,2121
NM_003506,-586.9,2121
NM_001195,-751.6,1998
NM_001161705,-533.3,1623
NM_206827,-255.4,729
NM_015366,-521.5,1140
NM_001017528,-521.5,1140
NM_001164616,-558.9,2025
NM_001172357,-230.1,576
NM_001017530,-404.9,882
NM_033386,-1097.1,2592
NM_033197,-510.8,1455
NM_001001713,-96.6,387
NM_173514,-428.8,1686
NM_016016,-439.4,1056
NM_201520,-366.9,888
NM_001258343,-528.9,1758
NM_178526,-390,957
NM_001087,-524.2,1305
NM_001283024,-111.7,438
NM_001278390,-378.4,1512
NM_001172702,-411.8,1566
NM_001258286,-373.7,1497
NM_033412,-251.7,894
NM_001258341,-552.4,1863
NM_173637,-436.2,1113
NM_207348,-469.3,915
NM_001278389,-385.6,1464
NM_002555,-580,1275
NM_018018,-422.3,1644
NM_001080397,-1001.3,2349
NM_006372,-545.9,1872
NM_001242757,-496.2,1017
NM_017836,-569.8,1464
NM_001159675,-506.4,1767
NM_001278388,-385.6,1464
NM_001144890,-783,1857
NM_182556,-386.4,867
NM_021945,-478.5,1218
NM_001258287,-378.6,1497
NM_001286807,-174.9,651
NM_001159674,-435.6,1584
NM_001062,-338.4,1302
NM_018843,-257.4,1017
NM_001315501,-700,1530
NM_004277,-289.5,972
NM_001184726,-448,1203
NM_001159677,-477,1689
NM_001286648,-906.4,2154
NM_001143780,-442.24,1080
NM_001114106,-591.7,1962
NM_001159673,-395.5,1395
NM_001286646,-998.1,2427
NM_153811,-341.4,1371
NM_001080431,-999.8,2397
NM_001004326,-448,1050
NM_001283027,-105.3,414
NM_001008487,-519,1386
NM_001199148,-305.6,1221
NM_018420,-547.5,1644
NM_018231,-571.3,1389
NM_014294,-278.7,1125
NM_001286456,-510.3,1086
NM_001315502,-426.8,981
NM_018024,-164,618
NM_001300820,-305.1,681
NM_018976,-387,1521
NM_001307936,-307.6,1221
NM_032178,-345.6,930
NM_033102,-764.7,1662
NM_001282429,-325.4,1314
NM_001308384,-420.8,1065
NM_014655,-334.6,945
NM_001278251,-309.3,741
NM_139177,-399.6,1008
NM_000355,-484.4,1284
NM_001159770,-409.2,1029
NM_015482,-901.5,2061
NM_001289050,-372.2,909
NM_138773,-377.9,1257
NM_001258340,-590.2,1959
NM_018713,-585.1,1458
NM_001077484,-385.6,1464
NM_001278387,-385.6,1464
NM_001159676,-478.7,1686
NM_178859,-111.5,387
NM_152369,-543.1,1818
NM_001253771,-349.1,1233
NM_145282,-192.8,474
NM_001077241,-309.3,741
NM_001034172,-257.4,924
NM_020372,-701.2,1617
NM_145305,-389.7,1026
NM_001010875,-250.9,876
NM_001008485,-579.1,1524
NM_033518,-519.97,1419
NM_001286719,-248.9,855
NM_001286184,-342,969
NM_017875,-295.5,915
NM_133489,-692.3,1692
NM_001204051,-268.3,903
NM_000786,-472.7,1530
NM_001128932,-546.5,1575
NM_032128,-121.5,480
NM_001004719,-235.1,942
NM_006668,-623.1,1503
NM_183374,-808.3,1569
NM_177538,-368.6,1389
NM_001001665,-385,1119
NM_000769,-416.2,1473
NM_012367,-243.9,942
NM_001199208,-573.7,1563
NM_019885,-661.4,1539
NM_001199209,-573.7,1563
NM_057157,-478.5,1287
NM_001258345,-187.1,747
NM_000783,-579,1494
NM_000782,-513.4,1545
NM_173483,-596.4,1596
NM_012364,-269.3,945
NM_000896,-570.2,1563
NM_001005285,-275.7,963
NM_000772,-434.3,1473
NM_001130727,-79.2,372
NM_000106,-631.2,1494
NM_145048,-170.7,666
NM_001004490,-306.7,951
NM_207352,-493,1578
NM_000777,-404.4,1509
NM_021187,-546.5,1575
NM_030622,-663.1,1515
NM_033179,-253,933
NM_001004457,-306.8,993
NM_001291830,-390.1,1479
NM_054107,-280.5,942
NM_000784,-657.1,1596
NM_001277742,-571.9,1314
NM_031226,-435.8,1512
NM_000785,-638.5,1527
NM_001278738,-343.5,1350
NM_024514,-455.7,1506
NM_012360,-272.1,939
NM_004820,-421.3,1521
NM_000771,-398.4,1473
NM_001128915,-451.3,1347
NM_015893,-117.2,264
NM_001188,-260.9,636
NM_018280,-187,417
NM_022361,-236.9,876
NM_002531,-536.1,1257
NM_007219,-125.7,447
NM_018254,-408.1,1488
NM_005646,-1745.1,4866
NM_017919,-229.1,909
NM_001128591,-132.1,372
NM_001128592,-189.9,489
NM_013955,-486.6,1548
NM_001134337,-125.7,447
NM_001136223,-486.4,1662
NM_003080,-520.4,1272
NM_004587,-1150.9,2934
NM_015484,-185,732
NM_003729,-324.8,1101
NM_138333,-363.1,990
NM_152372,-1708,4314
NM_024688,-356.6,1887
NM_017951,-976.9,2601
NM_001130841,-336.6,1140
NM_001766,-391.5,1008
NM_024960,-236.8,840
NM_207170,-169,606
NM_022802,-1256.2,2958
NM_001098175,-471.7,1554
NM_153045,-408.2,1029
NM_017723,-675.7,1272
NM_198585,-635.6,1377
NM_005272,-332.7,1065
NM_016446,-418.9,1017
NM_001197249,-314.3,879
NM_001033113,-669.1,1488
NM_020448,-422.9,1221
NM_145176,-567.6,1854
NM_006009,-508.6,1356
NM_017751,-953.3,2514
NM_033655,-1419.1,3867
NM_006553,-176.1,519
NM_014704,-834.4,2778
NM_001114118,-553.3,1863
NM_032521,-308.2,1119
NM_018943,-478.7,1350
NM_001136202,-162.2,408
NM_020354,-603.7,1815
NM_032334,-210.4,750
NM_153638,-646,1713
NM_017580,-643.1,2127
NM_001099407,-706.1,2259
NM_181531,-440.4,1224
NM_001114748,-221.4,522
NM_001197247,-361.4,1005
NM_017776,-145.1,501
NM_032026,-203.8,894
NM_145861,-206.5,648
NM_001129900,-93.4,282
NM_153640,-236.8,840
NM_006994,-606,1755
NM_004843,-807.1,1911
NM_001129898,-153.5,516
NM_014474,-513.1,1368
NM_001860,-141.4,432
NM_001004342,-1039.7,2352
NM_016657,-196.4,663
NM_197956,-437.8,984
NM_001142784,-572.7,1269
NM_001256403,-125.3,495
NM_001197248,-337.7,936
NM_001142405,-176.1,519
NM_007101,-1270.5,2757
NM_004999,-1013.5,3858
NM_001243750,-339.5,711
NM_018667,-867.8,1968
NM_007365,-790.3,1998
NM_018214,-440.4,1575
NM_001113348,-790.4,2265
NM_001558,-657.2,1737
NM_152424,-1281.4,3408
NM_024803,-472.3,1341
NM_005562,-1270.7,3582
NM_001136201,-275.2,618
NM_001242803,-374.5,1125
NM_153810,-358,1110
NM_006855,-180.4,645
NM_001145008,-476.4,1386
NM_001270399,-508.6,1356
NM_016183,-254.1,720
NM_001042576,-1150.9,2934
NM_001113347,-804.3,2277
NM_015236,-1265.8,4410
NM_006082,-495.5,1356
NM_001135610,-208.1,681
NM_001981,-739.6,2691
NM_014838,-1302.6,3516
NM_000878,-701.4,1656
NM_001142406,-138,456
NM_001304579,-295.6,750
NM_172016,-511.6,1467
NM_005346,-799.8,1926
NM_007048,-533.9,1542
NM_001134338,-148.7,510
NM_199350,-630.1,1296
NM_001126055,-768.4,2694
NM_181843,-215.9,423
NM_001270400,-460.6,1251
NM_021258,-599.4,1725
NM_003764,-347.4,864
NM_018891,-1179,3336
NM_021253,-539.8,1557
NM_181712,-1166.8,2988
NM_001105659,-386.2,1875
