"","transcript_id","freeenergy","length"
"7356","NONHSAT094688.2","-1106.70","2757.0000"
"7357","NONHSAT094689.2","-689.70","1887.0000"
"7358","NONHSAT094690.2","-903.00","2371.0000"
"7359","NONHSAT094691.2","-818.30","2318.0000"
"7360","NONHSAT094698.2","-540.80","1206.0000"
"7361","NONHSAT094700.2","-444.70","1003.0000"
"7362","NONHSAT094727.2","-980.10","2179.0000"
"7363","NONHSAT094728.2","-356.30"," 845.0000"
"7364","NONHSAT094735.2","-301.40"," 802.0000"
"7365","NONHSAT094758.2","-641.80","1945.0000"
"7366","NONHSAT094759.2","-125.40"," 447.0000"
"7367","NONHSAT094760.2","-154.80"," 497.0000"
"7368","NONHSAT094763.2","-2082.60","4600.0000"
"7369","NONHSAT094771.2","-429.60","1900.0000"
"7370","NONHSAT094802.2","-233.20"," 553.0000"
"7371","NONHSAT094825.2","-788.90","1999.0000"
"7372","NONHSAT094826.2","-751.00","1899.0000"
"7373","NONHSAT094828.2","-584.70","1739.0000"
"7374","NONHSAT094829.2","-1553.30","3818.0000"
"7375","NONHSAT094831.2","-157.60"," 518.0000"
"7376","NONHSAT094833.2","-412.30","1213.0000"
"7377","NONHSAT094860.2","-100.50"," 324.0000"
"7378","NONHSAT094877.2","-275.70"," 764.0000"
"7379","NONHSAT094900.2","-208.50"," 682.0000"
"7380","NONHSAT094901.2","-140.81"," 530.0000"
"7381","NONHSAT094902.2","-535.00","1593.0000"
"7382","NONHSAT094905.2","-1028.30","2845.0000"
"7383","NONHSAT094907.2","-171.20"," 624.0000"
"7384","NONHSAT094908.2","-223.30"," 741.0000"
"7385","NONHSAT094909.2","-142.60"," 527.0000"
"7386","NONHSAT094910.2","-341.00"," 869.0000"
"7387","NONHSAT094932.2","-212.70"," 551.0000"
"7388","NONHSAT094933.2","-258.80"," 808.0000"
"7389","NONHSAT094934.2","-789.30","2478.0000"
"7390","NONHSAT094937.2","-277.50"," 778.0000"
"7391","NONHSAT094990.2","-1638.20","4620.0000"
"7392","NONHSAT094994.2","-690.00","1970.0000"
"7393","NONHSAT095005.2","-971.20","2610.0000"
"7394","NONHSAT095007.2","-133.40"," 488.0000"
"7395","NONHSAT095009.2","-131.30"," 479.0000"
"7396","NONHSAT095013.2","-1237.80","3176.0000"
"7397","NONHSAT095027.2","-733.70","2139.0000"
"7398","NONHSAT095029.2","-334.60","1119.0000"
"7399","NONHSAT095047.2","-640.10","2140.0000"
"7400","NONHSAT095048.2","-884.90","2146.0000"
"7401","NONHSAT095054.2","-192.90"," 515.0000"
"7402","NONHSAT095066.2","-107.30"," 417.0000"
"7403","NONHSAT095091.2","-320.70"," 919.0000"
"7404","NONHSAT095146.2","-625.10","2043.0000"
"7405","NONHSAT095156.2","-1049.00","3510.0000"
"7406","NONHSAT095158.2","-68.00"," 322.0000"
"7407","NONHSAT095529.2","-65.70"," 296.0000"
"7408","NONHSAT095569.2","-546.60","1910.0000"
"7409","NONHSAT095570.2","-475.10","2096.0000"
"7410","NONHSAT095576.2","-608.60","1749.0000"
"7411","NONHSAT095582.2","-905.10","3073.0000"
"7412","NONHSAT095589.2","-1110.40","3476.0000"
"7413","NONHSAT095592.2","-225.70"," 739.0000"
"7414","NONHSAT095593.2","-293.00","1213.0000"
"7415","NONHSAT095595.2","-106.40"," 326.0000"
"7416","NONHSAT095646.2","-562.00","1489.0000"
"7417","NONHSAT095672.2","-884.40","2547.0000"
"7418","NONHSAT095674.2","-873.10","2496.0000"
"7419","NONHSAT095679.2","-210.00"," 707.0000"
"7420","NONHSAT095681.2","-320.40","1284.0000"
"7421","NONHSAT095682.2","-150.40"," 612.0000"
"7422","NONHSAT095710.2","-221.00"," 755.0000"
"7423","NONHSAT095714.2","-1166.07","3788.0000"
"7424","NONHSAT095720.2","-132.30"," 642.0000"
"7425","NONHSAT095738.2","-702.10","2687.0000"
"7426","NONHSAT095753.2","-257.50"," 885.0000"
"7427","NONHSAT095754.2","-85.60"," 292.0000"
"7428","NONHSAT095808.2","-96.60"," 267.0000"
"7429","NONHSAT095816.2","-740.50","2218.0000"
"7430","NONHSAT095825.2","-75.70"," 383.0000"
"7431","NONHSAT095849.2","-217.40","1346.0000"
"7432","NONHSAT095875.2","-43.20"," 266.0000"
"7433","NONHSAT095882.2","-71.10"," 329.0000"
"7434","NONHSAT095883.2","-842.20","2659.0000"
"7435","NONHSAT095887.2","-218.10"," 691.0000"
"7436","NONHSAT095890.2","-148.80"," 545.0000"
"7437","NONHSAT095892.2","-235.50"," 801.0000"
"7438","NONHSAT095938.2","-102.80"," 326.0000"
"7439","NONHSAT095948.2","-167.90"," 698.0000"
"7440","NONHSAT095949.2","-224.50"," 752.0000"
"7441","NONHSAT095950.2","-1193.20","4964.0000"
"7442","NONHSAT095952.2","-413.23","1990.0000"
"7443","NONHSAT095954.2","-127.40"," 605.0000"
"7444","NONHSAT096018.2","-289.00","1058.0000"
"7445","NONHSAT096019.2","-171.40"," 570.0000"
"7446","NONHSAT096042.2","-402.10","1229.0000"
"7447","NONHSAT096045.2","-926.30","2632.0000"
"7448","NONHSAT096068.2","-123.80"," 455.0000"
"7449","NONHSAT096086.2","-285.10"," 982.0000"
"7450","NONHSAT096092.2","-863.10","2286.0000"
"7451","NONHSAT096107.2","-97.40"," 300.0000"
"7452","NONHSAT096114.2","-75.70"," 315.0000"
"7453","NONHSAT096116.2","-77.50"," 214.0000"
"7454","NONHSAT096119.2","-270.30","1206.0000"
"7455","NONHSAT096129.2","-308.30"," 957.0000"
"7456","NONHSAT096158.2","-144.60"," 600.0000"
"7457","NONHSAT096160.2","-113.40"," 465.0000"
"7458","NONHSAT096162.2","-138.80"," 479.0000"
"7459","NONHSAT096174.2","-250.40"," 931.0000"
"7460","NONHSAT096182.2","-331.10","1415.0000"
"7461","NONHSAT096186.2","-420.30","1683.0000"
"7462","NONHSAT096201.2","-174.10"," 458.0000"
"7463","NONHSAT096254.2","-1035.00","3916.0000"
"7464","NONHSAT096259.2","-223.60"," 616.0000"
"7465","NONHSAT096272.2","-516.50","1300.0000"
"7466","NONHSAT096325.2","-131.00"," 367.0000"
"7467","NONHSAT096326.2","-117.70"," 670.0000"
"7468","NONHSAT096335.2","-56.70"," 357.0000"
"7469","NONHSAT096347.2","-240.10"," 780.0000"
"7470","NONHSAT096369.2","-416.60","1224.0000"
"7471","NONHSAT096371.2","-372.80"," 823.0000"
"7472","NONHSAT096372.2","-529.90","1696.0000"
"7473","NONHSAT096375.2","-427.30","1100.0000"
"7474","NONHSAT096376.2","-371.50","1029.0000"
"7475","NONHSAT096402.2","-563.30","1962.0000"
"7476","NONHSAT096409.2","-442.40","1656.0000"
"7477","NONHSAT096454.2","-864.60","2892.0000"
"7478","NONHSAT096462.2","-204.70"," 786.0000"
"7479","NONHSAT096474.2","-98.50"," 334.0000"
"7480","NONHSAT096485.2","-430.20","1220.0000"
"7481","NONHSAT096487.2","-49.10"," 320.0000"
"7482","NONHSAT096499.2","-242.90"," 798.0000"
"7483","NONHSAT096500.2","-199.70"," 635.0000"
"7484","NONHSAT096506.2","-73.70"," 422.0000"
"7485","NONHSAT096530.2","-368.90","1088.0000"
"7486","NONHSAT096531.2","-393.30","1364.0000"
"7487","NONHSAT096533.2","-126.60"," 447.0000"
"7488","NONHSAT096555.2","-202.80"," 804.0000"
"7489","NONHSAT096575.2","-252.10","1061.0000"
"7490","NONHSAT096618.2","-445.40","2185.0000"
"7491","NONHSAT096662.2","-240.90"," 887.0000"
"7492","NONHSAT096664.2","-396.70","1177.0000"
"7493","NONHSAT096665.2","-116.10"," 422.0000"
"7494","NONHSAT096672.2","-227.40"," 754.0000"
"7495","NONHSAT096681.2","-408.20","1991.0000"
"7496","NONHSAT096685.2","-257.54","1328.0000"
"7497","NONHSAT096687.2","-74.50"," 308.0000"
"7498","NONHSAT096689.2","-594.50","2458.0000"
"7499","NONHSAT096692.2","-182.00"," 662.0000"
"7500","NONHSAT096693.2","-861.80","2753.0000"
"7501","NONHSAT096695.2","-924.70","2979.0000"
"7502","NONHSAT096700.2","-267.80"," 873.0000"
"7503","NONHSAT096702.2","-325.20","1034.0000"
"7504","NONHSAT096797.2","-719.50","2367.0000"
"7505","NONHSAT096800.2","-496.20","1217.0000"
"7506","NONHSAT096835.2","-106.20"," 457.0000"
"7507","NONHSAT096837.2","-235.80"," 726.0000"
"7508","NONHSAT096838.2","-523.90","1763.0000"
"7509","NONHSAT096841.2","-450.30","1476.0000"
"7510","NONHSAT096868.2","-29.80"," 213.0000"
"7511","NONHSAT096873.2","-348.50","1192.0000"
"7512","NONHSAT096877.2","-261.40","1097.0000"
"7513","NONHSAT096887.2","-217.00"," 823.0000"
"7514","NONHSAT096896.2","-191.50"," 732.0000"
"7515","NONHSAT096907.2","-572.30","2028.0000"
"7516","NONHSAT096908.2","-182.40"," 785.0000"
"7517","NONHSAT096910.2","-91.00"," 425.0000"
"7518","NONHSAT096929.2","-703.80","2346.0000"
"7519","NONHSAT096932.2","-128.60"," 595.0000"
"7520","NONHSAT096938.2","-319.60","1059.0000"
"7521","NONHSAT096990.2","-277.90","1055.0000"
"7522","NONHSAT097028.2","-299.00","1000.0000"
"7523","NONHSAT097029.2","-154.20"," 672.0000"
"7524","NONHSAT097041.2","-208.80"," 851.0000"
"7525","NONHSAT097069.2","-260.00"," 881.0000"
"7526","NONHSAT097085.2","-898.00","2602.0000"
"7527","NONHSAT097093.2","-708.60","3134.0000"
"7528","NONHSAT097165.2","-342.30","1223.0000"
"7529","NONHSAT097185.2","-616.80","2308.0000"
"7530","NONHSAT097186.2","-598.90","2209.0000"
"7531","NONHSAT097187.2","-780.90","2770.0000"
"7532","NONHSAT097190.2","-158.20"," 566.0000"
"7533","NONHSAT097191.2","-184.80"," 683.0000"
"7534","NONHSAT097192.2","-140.60"," 573.0000"
"7535","NONHSAT097193.2","-153.10"," 552.0000"
"7536","NONHSAT097195.2","-168.30"," 576.0000"
"7537","NONHSAT097206.2","-801.10","2341.0000"
"7538","NONHSAT097214.2","-780.30","2422.0000"
"7539","NONHSAT097236.2","-101.50"," 468.0000"
"7540","NONHSAT097243.2","-108.70"," 291.0000"
"7541","NONHSAT097254.2","-1411.34","4479.0000"
"7542","NONHSAT097256.2","-206.20"," 843.0000"
"7543","NONHSAT097257.2","-51.70"," 237.0000"
"7544","NONHSAT097288.2","-372.60","1110.0000"
"7545","NONHSAT097303.2","-102.40"," 349.0000"
"7546","NONHSAT097309.2","-109.10"," 289.0000"
"7547","NONHSAT097311.2","-812.40","2307.0000"
"7548","NONHSAT097326.2","-1077.80","4158.0000"
"7549","NONHSAT097340.2","-493.50","1741.0000"
"7550","NONHSAT097356.2","-133.60"," 528.0000"
"7551","NONHSAT097357.2","-504.60","1658.0000"
"7552","NONHSAT097373.2","-902.91","3210.0000"
"7553","NONHSAT097382.2","-139.50"," 588.0000"
"7554","NONHSAT097386.2","-523.20","2216.0000"
"7555","NONHSAT097487.2","-241.20"," 851.0000"
"7556","NONHSAT097488.2","-108.48"," 474.0000"
"7557","NONHSAT097499.2","-973.60","3051.0000"
"7558","NONHSAT097518.2","-1313.90","4825.0000"
"7559","NONHSAT097550.2","-140.00"," 566.0000"
"7560","NONHSAT097569.2","-224.20"," 968.0000"
"7561","NONHSAT097571.2","-576.50","2154.0000"
"7562","NONHSAT097577.2","-110.30"," 492.0000"
"7563","NONHSAT097584.2","-163.30"," 608.0000"
"7564","NONHSAT097585.2","-205.10"," 673.0000"
"7565","NONHSAT097587.2","-152.60"," 546.0000"
"7566","NONHSAT097588.2","-195.00"," 610.0000"
"7567","NONHSAT097595.2","-557.00","1426.0000"
"7568","NONHSAT097600.2","-413.30","1720.0000"
"7569","NONHSAT097602.2","-795.00","1863.0000"
"7570","NONHSAT097612.2","-955.20","2623.0000"
"7571","NONHSAT097649.2","-768.60","3301.0000"
"7572","NONHSAT097664.2","-127.30"," 549.0000"
"7573","NONHSAT097673.2","-514.30","2459.0000"
"7574","NONHSAT097701.2","-434.90","1748.0000"
"7575","NONHSAT097756.2","-1051.90","3773.0000"
"7576","NONHSAT097761.2","-138.60"," 562.0000"
"7577","NONHSAT097763.2","-1139.07","3816.0000"
"7578","NONHSAT097767.2","-326.10","1264.0000"
"7579","NONHSAT097768.2","-1376.70","4819.0000"
"7580","NONHSAT097775.2","-374.40","1134.0000"
"7581","NONHSAT097779.2","-173.30"," 554.0000"
"7582","NONHSAT097781.2","-274.10"," 957.0000"
"7583","NONHSAT097788.2","-994.00","2757.0000"
"7584","NONHSAT097790.2","-71.50"," 282.0000"
"7585","NONHSAT097792.2","-246.30"," 948.0000"
"7586","NONHSAT097804.2","-385.30","1477.0000"
"7587","NONHSAT097815.2","-618.80","2341.0000"
"7588","NONHSAT097822.2","-258.80"," 636.0000"
"7589","NONHSAT097848.2","-215.00"," 964.0000"
"7590","NONHSAT097860.2","-120.70"," 411.0000"
"7591","NONHSAT097885.2","-258.80"," 796.0000"
"7592","NONHSAT097894.2","-81.90"," 284.0000"
"7593","NONHSAT097898.2","-110.50"," 421.0000"
"7594","NONHSAT097901.2","-30.80"," 213.0000"
"7595","NONHSAT097972.2","-86.70"," 327.0000"
"7596","NONHSAT097973.2","-224.20"," 672.0000"
"7597","NONHSAT097974.2","-675.00","2532.0000"
"7598","NONHSAT097975.2","-155.30"," 470.0000"
"7599","NONHSAT097977.2","-185.90"," 575.0000"
"7600","NONHSAT097978.2","-325.80","1061.0000"
"7601","NONHSAT097983.2","-228.20"," 644.0000"
"7602","NONHSAT097984.2","-187.10"," 574.0000"
"7603","NONHSAT097985.2","-1463.00","4395.0000"
"7604","NONHSAT097987.2","-66.70"," 241.0000"
"7605","NONHSAT098022.2","-196.80"," 775.0000"
"7606","NONHSAT098023.2","-440.90","1755.0000"
"7607","NONHSAT098028.2","-466.00","2026.0000"
"7608","NONHSAT098044.2","-727.50","1821.0000"
"7609","NONHSAT098048.2","-1665.40","4818.0000"
"7610","NONHSAT098065.2","-281.90"," 939.0000"
"7611","NONHSAT098066.2","-542.30","1168.0000"
"7612","NONHSAT098067.2","-183.10"," 427.0000"
"7613","NONHSAT098068.2","-231.50"," 605.0000"
"7614","NONHSAT098069.2","-268.70"," 732.0000"
"7615","NONHSAT098070.2","-524.20","1658.0000"
"7616","NONHSAT098071.2","-1251.80","4211.0000"
"7617","NONHSAT098072.2","-373.40","1152.0000"
"7618","NONHSAT098073.2","-478.20","1442.0000"
"7619","NONHSAT098074.2","-303.60"," 849.0000"
"7620","NONHSAT098075.2","-204.90"," 563.0000"
"7621","NONHSAT098076.2","-196.40"," 569.0000"
"7622","NONHSAT098077.2","-168.60"," 573.0000"
"7623","NONHSAT098078.2","-96.80"," 336.0000"
"7624","NONHSAT098079.2","-210.30"," 796.0000"
"7625","NONHSAT098080.2","-146.60"," 585.0000"
"7626","NONHSAT098081.2","-238.70"," 813.0000"
"7627","NONHSAT098082.2","-206.80"," 741.0000"
"7628","NONHSAT098083.2","-401.30","1705.0000"
"7629","NONHSAT098084.2","-839.37","3245.0000"
"7630","NONHSAT098085.2","-256.30"," 981.0000"
"7631","NONHSAT098086.2","-141.20"," 541.0000"
"7632","NONHSAT098087.2","-81.70"," 425.0000"
"7633","NONHSAT098090.2","-126.60"," 520.0000"
"7634","NONHSAT098092.2","-112.90"," 386.0000"
"7635","NONHSAT098095.2","-486.47","2376.0000"
"7636","NONHSAT098115.2","-658.50","2223.0000"
"7637","NONHSAT098129.2","-123.30"," 685.0000"
"7638","NONHSAT098130.2","-170.50"," 805.0000"
"7639","NONHSAT098131.2","-727.40","1664.0000"
"7640","NONHSAT098132.2","-422.00","1697.0000"
"7641","NONHSAT098145.2","-333.60","1295.0000"
"7642","NONHSAT098146.2","-91.30"," 468.0000"
"7643","NONHSAT098157.2","-250.80"," 726.0000"
"7644","NONHSAT098159.2","-158.30"," 479.0000"
"7645","NONHSAT098161.2","-230.70"," 610.0000"
"7646","NONHSAT098170.2","-92.60"," 382.0000"
"7647","NONHSAT098175.2","-90.40"," 348.0000"
"7648","NONHSAT098195.2","-389.20","1352.0000"
"7649","NONHSAT098245.2","-949.80","3843.0000"
"7650","NONHSAT098262.2","-202.33"," 949.0000"
"7651","NONHSAT098266.2","-237.40"," 684.0000"
"7652","NONHSAT098267.2","-682.40","2293.0000"
"7653","NONHSAT098268.2","-662.00","2068.0000"
"7654","NONHSAT098269.2","-224.10"," 742.0000"
"7655","NONHSAT098270.2","-213.60"," 770.0000"
"7656","NONHSAT098272.2","-762.70","2882.0000"
"7657","NONHSAT098276.2","-432.00","1623.0000"
"7658","NONHSAT098278.2","-611.30","2101.0000"
"7659","NONHSAT098279.2","-947.20","2975.0000"
"7660","NONHSAT098289.2","-338.80","1289.0000"
"7661","NONHSAT098347.2","-257.90","1237.0000"
"7662","NONHSAT098356.2","-76.90"," 283.0000"
"7663","NONHSAT098453.2","-329.90","1015.0000"
"7664","NONHSAT098465.2","-123.40"," 609.0000"
"7665","NONHSAT098479.2","-155.60"," 543.0000"
"7666","NONHSAT098485.2","-79.50"," 309.0000"
"7667","NONHSAT098487.2","-683.80","2154.0000"
"7668","NONHSAT098489.2","-661.90","1586.0000"
"7669","NONHSAT098491.2","-511.40","2030.0000"
"7670","NONHSAT098508.2","-646.80","1890.0000"
"7671","NONHSAT098566.2","-245.50"," 578.0000"
"7672","NONHSAT098599.2","-399.40","1132.0000"
"7673","NONHSAT098640.2","-637.87","2783.0000"
"7674","NONHSAT098643.2","-289.60","1114.0000"
"7675","NONHSAT098649.2","-34.00"," 226.0000"
"7676","NONHSAT098728.2","-43.20"," 206.0000"
"7677","NONHSAT098731.2","-375.10"," 998.0000"
"7678","NONHSAT098744.2","-249.20","1113.0000"
"7679","NONHSAT098745.2","-45.30"," 250.0000"
"7680","NONHSAT098755.2","-1216.40","3505.0000"
"7681","NONHSAT098798.2","-88.70"," 501.0000"
"7682","NONHSAT098814.2","-671.10","2882.0000"
"7683","NONHSAT098822.2","-322.60","1124.0000"
"7684","NONHSAT098889.2","-428.50","1579.0000"
"7685","NONHSAT098931.2","-599.90","2615.0000"
"7686","NONHSAT098986.2","-589.70","2227.0000"
"7687","NONHSAT099004.2","-831.70","3349.0000"
"7688","NONHSAT099046.2","-1062.40","4185.0000"
"7689","NONHSAT099075.2","-160.00"," 589.0000"
"7690","NONHSAT099102.2","-292.90","1007.0000"
"7691","NONHSAT099111.2","-410.40","1555.0000"
"7692","NONHSAT099141.2","-735.00","3053.0000"
"7693","NONHSAT099144.2","-631.10","2356.0000"
"7694","NONHSAT099153.2","-106.60"," 427.0000"
"7695","NONHSAT099161.2","-478.07","1994.0000"
"7696","NONHSAT099211.2","-1170.80","3513.0000"
"7697","NONHSAT099216.2","-899.20","2064.0000"
"7698","NONHSAT099219.2","-559.60","1866.0000"
"7699","NONHSAT099221.2","-106.70"," 505.0000"
"7700","NONHSAT099222.2","-703.10","2586.0000"
"7701","NONHSAT099224.2","-291.50"," 983.0000"
"7702","NONHSAT099231.2","-128.60"," 521.0000"
"7703","NONHSAT099232.2","-372.50","1542.0000"
"7704","NONHSAT099241.2","-508.30","1684.0000"
"7705","NONHSAT099242.2","-282.40","1089.0000"
"7706","NONHSAT099248.2","-398.40","1426.0000"
"7707","NONHSAT099312.2","-155.50"," 600.0000"
"7708","NONHSAT099316.2","-45.90"," 222.0000"
"7709","NONHSAT099320.2","-157.80"," 655.0000"
"7710","NONHSAT099356.2","-236.40"," 649.0000"
"7711","NONHSAT099432.2","-1108.40","3346.0000"
"7712","NONHSAT099434.2","-391.60"," 993.0000"
"7713","NONHSAT099437.2","-93.50"," 286.0000"
"7714","NONHSAT099440.2","-217.30"," 984.0000"
"7715","NONHSAT099483.2","-43.60"," 211.0000"
"7716","NONHSAT099485.2","-319.30"," 781.0000"
"7717","NONHSAT099486.2","-440.30","1569.0000"
"7718","NONHSAT099489.2","-81.90"," 303.0000"
"7719","NONHSAT099500.2","-738.20","1925.0000"
"7720","NONHSAT099505.2","-206.80"," 755.0000"
"7721","NONHSAT099538.2","-210.50"," 686.0000"
"7722","NONHSAT099541.2","-369.50","1046.0000"
"7723","NONHSAT099561.2","-144.10"," 380.0000"
"7724","NONHSAT099602.2","-713.80","2382.0000"
"7725","NONHSAT099610.2","-1010.00","3177.0000"
"7726","NONHSAT099637.2","-1723.38","4072.0000"
"7727","NONHSAT099644.2","-847.50","2459.0000"
"7728","NONHSAT099645.2","-162.60"," 454.0000"
"7729","NONHSAT099668.2","-103.90"," 353.0000"
"7730","NONHSAT099672.2","-374.20","1279.0000"
"7731","NONHSAT099745.2","-116.70"," 483.0000"
"7732","NONHSAT099747.2","-107.10"," 422.0000"
"7733","NONHSAT099754.2","-200.70"," 775.0000"
"7734","NONHSAT099797.2","-393.10","1096.0000"
"7735","NONHSAT099799.2","-235.70"," 827.0000"
"7736","NONHSAT099815.2","-490.20","1143.0000"
"7737","NONHSAT099816.2","-380.30"," 893.0000"
"7738","NONHSAT099817.2","-654.70","1259.0000"
"7739","NONHSAT099818.2","-238.20"," 484.0000"
"7740","NONHSAT099830.2","-1111.00","2649.0000"
"7741","NONHSAT099832.2","-333.10","1435.0000"
"7742","NONHSAT099839.2","-372.10"," 916.0000"
"7743","NONHSAT099843.2","-1366.50","3750.0000"
"7744","NONHSAT099857.2","-168.30"," 407.0000"
"7745","NONHSAT099869.2","-262.30"," 601.0000"
"7746","NONHSAT099871.2","-685.50","1749.0000"
"7747","NONHSAT099876.2","-944.30","2146.0000"
"7748","NONHSAT099877.2","-1018.70","2299.0000"
"7749","NONHSAT099881.2","-1023.60","2553.0000"
"7750","NONHSAT099882.2","-280.10"," 552.0000"
"7751","NONHSAT099884.2","-761.50","1768.0000"
"7752","NONHSAT099888.2","-541.30","1282.0000"
"7753","NONHSAT099891.2","-244.90"," 563.0000"
"7754","NONHSAT099892.2","-1351.20","2762.0000"
"7755","NONHSAT099903.2","-665.10","2918.0000"
"7756","NONHSAT099909.2","-334.70"," 926.0000"
"7757","NONHSAT099915.2","-403.80"," 792.0000"
"7758","NONHSAT099931.2","-459.10"," 921.0000"
"7759","NONHSAT100029.2","-339.50","1087.0000"
"7760","NONHSAT100030.2","-285.20","1059.0000"
"7761","NONHSAT100031.2","-320.40","1026.0000"
"7762","NONHSAT100034.2","-90.10"," 266.0000"
"7763","NONHSAT100037.2","-890.60","2400.0000"
"7764","NONHSAT100038.2","-468.60","1531.0000"
"7765","NONHSAT100039.2","-269.40"," 944.0000"
"7766","NONHSAT100040.2","-812.30","2335.0000"
"7767","NONHSAT100042.2","-287.10"," 829.0000"
"7768","NONHSAT100043.2","-319.50"," 736.0000"
"7769","NONHSAT100046.2","-664.70","1975.0000"
"7770","NONHSAT100047.2","-697.30","2045.0000"
"7771","NONHSAT100048.2","-879.90","2576.0000"
"7772","NONHSAT100049.2","-1264.90","3699.0000"
"7773","NONHSAT100051.2","-740.20","2231.0000"
"7774","NONHSAT100052.2","-330.60","1033.0000"
"7775","NONHSAT100053.2","-748.20","2160.0000"
"7776","NONHSAT100054.2","-193.80"," 722.0000"
"7777","NONHSAT100055.2","-396.90","1188.0000"
"7778","NONHSAT100061.2","-435.70","1312.0000"
"7779","NONHSAT100064.2","-519.60","1571.0000"
"7780","NONHSAT100069.2","-454.30","1426.0000"
"7781","NONHSAT100165.2","-708.50","1908.0000"
"7782","NONHSAT100175.2","-118.00"," 486.0000"
"7783","NONHSAT100210.2","-325.90","1058.0000"
"7784","NONHSAT100219.2","-330.50"," 928.0000"
"7785","NONHSAT100222.2","-251.90"," 636.0000"
"7786","NONHSAT100223.2","-491.50","1491.0000"
"7787","NONHSAT100262.2","-212.90"," 846.0000"
"7788","NONHSAT100290.2","-1022.70","3550.0000"
"7789","NONHSAT100401.2","-555.80","1983.0000"
"7790","NONHSAT100402.2","-718.80","2508.0000"
"7791","NONHSAT100403.2","-94.50"," 340.0000"
"7792","NONHSAT100410.2","-54.50"," 228.0000"
"7793","NONHSAT100412.2","-859.00","3072.0000"
"7794","NONHSAT100432.2","-48.90"," 242.0000"
"7795","NONHSAT100436.2","-102.70"," 378.0000"
"7796","NONHSAT100441.2","-497.80","2080.0000"
"7797","NONHSAT100442.2","-650.10","2739.0000"
"7798","NONHSAT100448.2","-289.90"," 881.0000"
"7799","NONHSAT100449.2","-383.10","1131.0000"
"7800","NONHSAT100450.2","-123.50"," 415.0000"
"7801","NONHSAT100451.2","-233.60"," 691.0000"
"7802","NONHSAT100452.2","-731.20","2130.0000"
"7803","NONHSAT100460.2","-94.40"," 301.0000"
"7804","NONHSAT100462.2","-137.90"," 363.0000"
"7805","NONHSAT100463.2","-378.50","1064.0000"
"7806","NONHSAT100486.2","-630.90","2008.0000"
"7807","NONHSAT100512.2","-215.50"," 691.0000"
"7808","NONHSAT100514.2","-213.00"," 624.0000"
"7809","NONHSAT100515.2","-308.60","1340.0000"
"7810","NONHSAT100533.2","-991.46","3603.0000"
"7811","NONHSAT100534.2","-394.70","1499.0000"
"7812","NONHSAT100547.2","-962.90","2797.0000"
"7813","NONHSAT100549.2","-212.30"," 559.0000"
"7814","NONHSAT100550.2","-214.10"," 638.0000"
"7815","NONHSAT100564.2","-1008.00","2599.0000"
"7816","NONHSAT100586.2","-477.30","1608.0000"
"7817","NONHSAT100622.2","-759.60","2381.0000"
"7818","NONHSAT100627.2","-82.90"," 285.0000"
"7819","NONHSAT100710.2","-57.00"," 229.0000"
"7820","NONHSAT100712.2","-574.40","1648.0000"
"7821","NONHSAT100714.2","-312.00"," 908.0000"
"7822","NONHSAT100717.2","-190.60"," 757.0000"
"7823","NONHSAT100718.2","-301.00","1329.0000"
"7824","NONHSAT100765.2","-360.40","1145.0000"
"7825","NONHSAT100801.2","-393.10","1535.0000"
"7826","NONHSAT100802.2","-136.70"," 498.0000"
"7827","NONHSAT100803.2","-263.50"," 969.0000"
"7828","NONHSAT100806.2","-139.50"," 545.0000"
"7829","NONHSAT100808.2","-159.20"," 642.0000"
"7830","NONHSAT100825.2","-603.50","1992.0000"
"7831","NONHSAT100875.2","-83.50"," 315.0000"
"7832","NONHSAT100917.2","-282.00"," 857.0000"
"7833","NONHSAT100938.2","-118.20"," 446.0000"
"7834","NONHSAT100943.2","-173.70"," 619.0000"
"7835","NONHSAT100951.2","-872.18","3166.0000"
"7836","NONHSAT100955.2","-1672.50","4999.0000"
"7837","NONHSAT100957.2","-1134.90","3524.0000"
"7838","NONHSAT100965.2","-199.60"," 681.0000"
"7839","NONHSAT100972.2","-122.50"," 299.0000"
"7840","NONHSAT100983.2","-303.60","1398.0000"
"7841","NONHSAT100988.2","-194.40"," 407.0000"
"7842","NONHSAT100997.2","-438.02","1521.0000"
"7843","NONHSAT100998.2","-470.90","1565.0000"
"7844","NONHSAT101022.2","-924.70","4205.0000"
"7845","NONHSAT101046.2","-679.99","2412.0000"
"7846","NONHSAT101056.2","-114.30"," 305.0000"
"7847","NONHSAT101123.2","-194.40"," 777.0000"
"7848","NONHSAT101154.2","-1130.00","3880.0000"
"7849","NONHSAT101160.2","-54.70"," 204.0000"
"7850","NONHSAT101211.2","-263.40"," 932.0000"
"7851","NONHSAT101251.2","-524.80","1961.0000"
"7852","NONHSAT101254.2","-913.20","2388.0000"
"7853","NONHSAT101255.2","-970.20","2584.0000"
"7854","NONHSAT101256.2","-178.90"," 608.0000"
"7855","NONHSAT101258.2","-941.90","2764.0000"
"7856","NONHSAT101263.2","-170.70"," 472.0000"
"7857","NONHSAT101267.2","-357.20","1218.0000"
"7858","NONHSAT101268.2","-118.90"," 410.0000"
"7859","NONHSAT101269.2","-867.00","2425.0000"
"7860","NONHSAT101270.2","-726.20","2020.0000"
"7861","NONHSAT101271.2","-834.40","2326.0000"
"7862","NONHSAT101276.2","-618.30","1785.0000"
