transcript_id,exon
NM_001889,9
NM_001122674,9
NM_001300741,7
NM_017541,3
NM_032349,3
NM_130436,11
NM_001007563,5
NM_001199629,8
NM_001001555,17
NM_015684,3
NM_015974,8
NM_207292,9
NM_001014987,12
NM_001195833,12
NM_006483,11
NM_001012418,13
NM_000747,11
NM_007189,15
NM_001040153,7
NM_138403,8
NM_001278372,14
NM_020666,13
NM_001105248,22
NM_001289808,3
NM_001166061,9
NM_006482,3
NM_005918,9
NM_013354,7
NM_001134759,7
NM_014045,7
NM_001242443,15
NM_001242336,3
NM_207393,4
NM_001135037,2
NM_024847,16
NM_022078,7
NM_022465,8
NM_005689,19
NM_001199262,12
NM_001079866,8
NM_014515,16
NM_001014795,12
NM_001160364,16
NM_001003805,4
NM_007083,5
NM_198038,8
NM_001012758,8
NM_173523,2
NM_006190,18
NM_002403,9
NM_017581,5
NM_001190847,11
NM_005502,50
NM_002776,6
NM_033177,3
NM_023037,61
NM_001303037,12
NM_001122634,28
NM_031479,2
NM_001301022,5
NM_001005332,13
NM_001303241,14
NM_152762,8
NM_006529,10
NM_022168,16
NM_006097,4
NM_001304963,2
NM_001011544,5
NM_001286427,14
NM_001283015,8
NM_002552,14
NM_001286423,17
NM_002086,6
NM_005175,5
NM_212559,3
NM_017926,10
NM_000744,6
NM_153605,22
NM_002337,8
NM_001089,33
NM_001281932,29
NM_004365,5
NM_005374,13
NM_001002909,8
NM_001039178,3
NM_020297,38
NM_024047,8
NM_012427,6
NM_001309434,6
NM_000790,15
NM_001301024,5
NM_012133,13
NM_001202515,6
NM_001308100,14
NM_001012973,4
NM_139072,13
NM_000745,6
NM_147173,4
NM_001281711,18
NM_001225,9
NM_181837,20
NM_017522,16
NM_138703,1
NM_033292,10
NM_002332,89
NM_001304940,10
NM_001278460,14
NM_052905,26
NM_018025,20
NM_001293273,17
NM_203506,5
NM_001308161,21
NM_033450,20
NM_001256550,15
NM_001039845,12
NM_003662,10
NM_001198934,22
NM_001303048,4
NM_001276379,10
NM_079423,6
NM_033310,7
NM_020923,5
NM_001030311,14
NM_201548,13
NM_152457,4
NM_001030313,11
NM_181809,7
NM_022119,6
NM_001316363,9
NM_001256420,6
NM_001143827,8
NM_023079,7
NM_001199742,3
NM_144498,14
NM_003339,7
NM_001278305,10
NM_003347,4
NM_001098534,25
NM_001184746,7
NM_001282580,3
NM_002020,30
NM_015894,5
NM_004282,3
NM_001281741,5
NM_020650,7
NM_001242508,16
NM_182925,30
NM_001282575,5
NM_016021,8
NM_214710,5
NM_018030,14
NM_181888,8
NM_130386,10
NM_194458,7
NM_022066,18
NM_001278555,6
NM_001282707,14
NM_003344,7
NM_001924,4
NM_004083,4
NM_001202489,4
NM_001282576,5
NM_001085481,2
NM_001081562,15
NM_007300,24
NM_001312648,6
NM_001081563,14
NM_024586,24
NM_014548,10
NM_001283053,8
NM_148908,23
NM_001111112,6
NM_001144063,21
NM_002572,6
NM_080597,28
NM_001195056,3
NM_000958,3
NM_004639,25
NM_003348,4
NM_000430,11
NM_148907,20
NM_001316364,8
NM_181800,5
NM_181887,8
NM_181799,6
NM_001174060,11
NM_181889,8
NM_001284382,12
NM_001143826,8
NM_001191056,17
NM_001289176,18
NM_003341,6
NM_001278307,8
NM_148904,20
NM_001257399,5
NM_001252641,11
NM_001111113,5
NM_001199741,3
NM_182678,7
NM_015550,23
NM_001145940,6
NM_001015048,2
NM_001197097,6
NM_181509,5
NM_001039538,15
NM_001312647,7
NM_021988,4
NM_001261418,11
NM_001282579,5
NM_005909,7
NM_006849,11
NM_014835,14
NM_194315,8
NM_001203251,10
NM_153362,2
NM_001163692,5
NM_194457,6
NM_007343,5
NM_001243531,3
NM_145321,21
NM_001308363,7
NM_194260,7
NM_001257396,3
NM_001271837,8
NM_148906,23
NM_001199698,24
NM_003337,6
NM_001278306,9
NM_199235,8
NM_001288764,16
NM_001191059,19
NM_016516,23
NM_001198609,18
NM_007298,22
NM_001081560,15
NM_001281742,5
NM_001201480,26
NM_181890,8
NM_001003712,23
NM_004409,15
NM_016834,10
NM_001257397,5
NM_001134364,18
NM_001310326,7
NM_001271015,6
NM_019090,1
NM_181886,8
NM_001257394,3
NM_001257393,5
NM_015636,13
NM_145798,23
NM_001191057,18
NM_016841,9
NM_001301138,26
NM_018370,7
NM_003338,7
NM_182697,5
NM_014641,15
NM_016835,14
NM_001289174,19
NM_007173,2
NM_148909,24
NM_022776,13
NM_015289,25
NM_003340,8
NM_001004343,4
NM_017582,13
NM_007299,22
NM_003908,9
NM_001039503,11
NM_001001481,7
NM_145322,20
NM_003342,6
NM_182666,5
NM_001198611,17
NM_004874,5
NM_018555,7
NM_032523,25
NM_002901,6
NM_014176,7
NM_001282578,4
NM_172195,12
NM_001278649,13
NM_001145161,2
NM_001199697,23
NM_198183,4
NM_001034116,13
NM_194261,7
NM_001128159,22
NM_006705,4
NM_001015049,2
NM_145320,21
NM_001201482,24
NM_013353,10
NM_001039580,14
NM_032341,10
NM_004873,2
NM_017784,12
NM_001293179,2
NM_005742,13
NM_001255986,6
NM_000954,7
NM_001257398,5
NM_022818,4
NM_005317,5
NM_152653,6
NM_003969,6
NM_033063,4
NM_058167,7
NM_004094,8
NM_014729,9
NM_001293180,2
NM_004223,4
NM_003980,18
NM_004281,4
NM_007297,22
NM_014268,7
NM_001278554,6
NM_001201481,24
NM_001415,12
NM_018174,7
NM_002902,7
NM_031847,13
NM_019058,3
NM_001255982,6
NM_005865,12
NM_001145939,6
NM_145244,3
NM_001278308,9
NM_001198614,19
NM_003343,6
NM_001204878,4
NM_015675,4
NM_003350,4
NM_001191058,19
NM_013265,10
NM_173502,15
NM_003907,16
NM_001170423,3
NM_181801,6
NM_001309431,5
NM_002373,6
NM_080631,28
NM_006799,6
NM_017811,5
NM_003619,13
NM_080678,10
NM_014239,8
NM_004911,10
NM_001204880,6
NM_001195053,4
NM_052850,2
NM_005339,7
NM_001195129,13
NM_001288766,13
NM_003345,7
NM_020365,12
NM_007019,6
NM_020896,22
NM_001184748,6
NM_001032288,4
NM_032514,4
NM_006357,6
NM_002375,19
NM_001005739,23
NM_001202550,22
NM_001163391,4
NM_001143819,29
NM_181891,8
NM_017901,28
NM_001301214,27
NM_005157,11
NM_001003791,7
NM_001136505,19
NM_001278141,37
NM_001013626,6
NM_001190827,4
NM_001030010,9
NM_001243778,6
NM_014310,3
NM_001243798,3
NM_016001,14
NM_152563,4
NM_001100910,4
NM_001197222,10
NM_020463,15
NM_001267040,18
NM_001303489,15
NM_013257,17
NM_001291505,5
NM_001291504,6
NM_005088,5
NM_001258389,5
NM_001161522,14
NM_052945,3
NM_001205280,5
NM_002106,5
NM_001134479,3
NM_006203,15
NM_001163258,11
NM_014371,14
NM_001267608,11
NM_015159,8
NM_001163335,18
NM_144635,6
NM_152274,5
NM_003931,11
NM_199141,16
NM_001286495,12
NM_019594,4
NM_001123391,14
NM_199340,15
NM_001166702,3
NM_001282703,4
NM_018172,5
NM_203354,24
NM_021806,9
NM_203356,24
NM_001289410,2
NM_145175,2
NM_001190447,13
NM_205860,8
NM_006446,15
NM_001009993,7
NM_173607,5
NM_000922,16
NM_001313904,5
NM_001202234,8
NM_017709,2
NM_001271096,11
NM_001244992,24
NM_052909,18
NM_001256667,20
NM_020416,9
NM_001006681,2
NM_001166703,3
NM_001145088,20
NM_001291478,14
NM_052819,10
NM_007121,10
NM_206930,9
NM_001244683,15
NM_015491,11
NM_198488,5
NM_001077269,8
NM_001284303,11
NM_001286094,4
NM_006649,15
NM_153611,7
NM_002025,21
NM_001247989,24
NM_001267039,15
NM_001303264,3
NM_000921,16
NM_024556,9
NM_183372,24
NM_018649,9
NM_001136039,7
NM_032837,3
NM_001305155,12
NM_001033564,4
NM_001127364,6
NM_014452,6
NM_001287385,4
NM_014423,21
NM_001317061,13
NM_201436,4
NM_001310148,8
NM_001297707,18
NM_015091,19
NM_175885,1
NM_001197026,14
NM_014832,21
NM_001161452,5
NM_001243121,17
NM_003580,31
NM_004625,4
NM_001031690,7
NM_018847,1
NM_152445,9
NM_032648,2
NM_032199,10
NM_001014980,8
NM_001308350,26
NM_178043,11
NM_001114172,11
NM_001145396,16
NM_033437,21
NM_001289147,2
NM_207518,10
NM_181077,16
NM_001145156,3
NM_001297442,10
NM_001018077,9
NM_001161354,17
NM_006729,27
NM_001184901,11
NM_001243781,6
NM_001256045,13
NM_001271681,6
NM_001199198,19
NM_001190860,4
NM_001170961,20
NM_015307,11
NM_032129,16
NM_005027,16
NM_001037339,10
NM_001199022,15
NM_001099951,6
NM_001098832,4
NM_001289412,4
NM_001282484,19
NM_024613,2
NM_001136024,9
NM_006242,1
NM_019600,13
NM_001145224,18
NM_013300,7
NM_001145155,3
NM_015173,20
NM_001004065,4
NM_152450,9
NM_001300836,6
NM_053279,3
NM_015475,8
NM_001206978,10
NM_002602,4
NM_001282701,4
NM_005234,4
NM_001037340,15
NM_018316,3
NM_001282702,5
NM_002730,10
NM_080720,1
NM_001039780,6
NM_001145413,5
NM_001006655,13
NM_032264,15
NM_001143912,10
NM_152789,11
NM_001242489,3
NM_001310137,8
NM_004289,4
NM_173822,12
NM_178003,9
NM_001143821,28
NM_052904,11
NM_021623,13
NM_020715,29
NM_020902,17
NM_202468,8
NM_178001,11
NM_133261,6
NM_001256470,32
NM_001303506,9
NM_015566,13
NM_001080475,8
NM_001161726,15
NM_015279,12
NM_001286659,19
NM_001134400,3
NM_001168302,8
NM_001134456,8
NM_025201,6
NM_004626,5
NM_001031806,11
NM_052920,14
NM_017729,15
NM_001291867,9
NM_019013,6
NM_001282511,8
NM_001314007,29
NM_001012419,15
NM_001204265,7
NM_006015,20
NM_001195059,5
NM_002718,14
NM_001130143,5
NM_001300867,23
NM_001284304,14
NM_001134672,8
NM_002647,25
NM_007246,15
NM_001101663,22
NM_000694,10
NM_001097594,4
NM_178561,1
NM_033334,10
NM_014249,9
NM_058238,4
NM_032639,13
NM_198926,2
NM_001251851,19
NM_001271948,10
NM_030624,4
NM_006022,3
NM_001169106,29
NM_006656,3
NM_001244638,7
NM_145052,7
NM_001261424,6
NM_022661,2
NM_004816,11
NM_001282413,9
NM_014138,5
NM_024946,7
NM_000691,11
NM_002135,8
NM_016639,4
NM_001145157,3
NM_001162952,10
NM_003488,11
NM_015688,18
NM_018317,21
NM_001204459,8
NM_138558,7
NM_001077639,6
NM_002536,6
NM_001301015,23
NM_001206996,10
NM_177989,14
NM_152538,9
NM_024927,13
NM_001242496,4
NM_147189,5
NM_001004426,16
NM_032726,16
NM_024293,9
NM_022480,3
NM_015383,66
NM_019121,13
NM_001135051,17
NM_032231,5
NM_001166704,3
NM_018088,7
NM_172069,30
NM_024590,2
NM_052813,13
NM_015398,14
NM_182705,2
NM_015316,17
NM_000692,2
NM_001193523,22
NM_001145710,11
NM_003631,18
NM_017519,19
NM_017772,13
NM_001199562,16
NM_182623,7
NM_001289609,11
NM_202469,7
NM_001201404,8
NM_000169,7
NM_207354,15
NM_022833,14
NM_001308020,24
NM_001130088,14
NM_016354,12
NM_017940,29
NM_001312910,5
NM_032139,29
NM_007213,3
NM_001085480,4
NM_001031710,11
NM_001316314,32
NM_001010883,11
NM_001130997,5
NM_001184900,11
NM_001206979,11
NM_001290059,9
NM_001099771,17
NM_001065,10
NM_001206993,9
NM_022749,17
NM_145662,2
NM_014049,18
NM_017633,3
NM_001271100,11
NM_018357,3
NM_153690,1
NM_152660,9
NM_001289145,3
NM_001309448,7
NM_020705,7
NM_005398,2
NM_001243,15
NM_032042,11
NM_001242492,5
NM_001167858,9
NM_014779,4
NM_017791,10
NM_001242494,4
NM_018044,9
NM_004842,2
NM_001171133,9
NM_207006,6
NM_198475,8
NM_016623,12
NM_032415,25
NM_148956,10
NM_013272,10
NM_030935,5
NM_001282414,8
NM_030762,5
NM_005084,12
NM_001130034,8
NM_024731,5
NM_001291832,8
NM_001282312,10
NM_014798,12
NM_000923,16
NM_022063,9
NM_002599,31
NM_001177997,3
NM_001197223,10
NM_001271097,10
NM_003395,4
NM_001163417,10
NM_001278309,6
NM_001258370,16
NM_001142519,5
NM_001256763,13
NM_152644,4
NM_003844,10
NM_003387,8
NM_001197219,15
NM_015429,35
NM_181523,16
NM_001282180,14
NM_203370,2
NM_001039999,6
NM_013239,13
NM_001291965,10
NM_001031696,13
NM_018182,4
NM_017708,5
NM_001024936,9
NM_001001,2
NM_182495,6
NM_001039664,5
NM_018428,19
NM_015192,32
NM_032587,3
NM_001166693,21
NM_002736,11
NM_001099668,4
NM_001100623,8
NM_001313905,5
NM_017669,2
NM_020940,17
NM_002712,10
NM_144497,3
NM_014864,8
NM_003670,5
NM_206929,12
NM_001137549,3
NM_001130035,7
NM_001256105,5
NM_001098801,5
NM_198240,24
NM_001256128,6
NM_001145268,8
NM_032870,12
NM_021824,7
NM_001282412,10
NM_001170803,14
NM_001195738,7
NM_001005751,31
NM_006465,9
NM_001287527,16
NM_001197220,15
NM_025061,3
NM_003821,11
NM_003706,17
NM_001252273,5
NM_001144772,31
NM_001013647,17
NM_178571,15
NM_005126,8
NM_003629,10
NM_052943,2
NM_001270987,10
NM_001177562,14
NM_002719,14
NM_001101376,4
NM_199346,5
NM_001098524,16
NM_002218,24
NM_015224,17
NM_001278604,10
NM_198551,28
NM_001277308,19
NM_181524,10
NM_001010924,8
NM_198495,1
NM_001206992,9
NM_001009562,13
NM_001489,10
NM_001300932,6
NM_020464,7
NM_001035534,14
NM_023000,24
NM_001288634,3
NM_001242493,5
NM_001287252,6
NM_018309,18
NM_001007075,12
NM_019012,26
NM_001017363,7
NM_001292006,10
NM_001159323,17
NM_198552,2
NM_024581,18
NM_138418,5
NM_001042370,10
NM_005654,3
NM_014711,15
NM_001033578,17
NM_001252270,4
NM_001142355,7
NM_006226,6
NM_003560,17
NM_001542,11
NM_003394,5
NM_181723,15
NM_001143885,26
NM_001283034,7
NM_001303043,5
NM_001303503,9
NM_001291694,14
NM_019844,16
NM_002892,24
NM_001184904,4
NM_001256787,26
NM_001312911,4
NM_001303487,17
NM_052969,3
NM_006763,2
NM_001271285,4
NM_173200,9
NM_019000,7
NM_001265615,20
NM_001166221,14
NM_005318,1
NM_199044,6
NM_152666,11
NM_024782,8
NM_198264,9
NM_001042353,2
NM_001006683,2
NM_001292007,9
NM_022074,4
NM_001258368,26
NM_145030,4
NM_138411,5
NM_001145115,1
NM_000475,2
NM_001144060,8
NM_001145412,5
NM_001270476,16
NM_014602,20
NM_014883,24
NM_170740,11
NM_003204,6
NM_001166699,4
NM_032222,18
NM_001242898,24
NM_057162,11
NM_172365,12
NM_014503,62
NM_148957,10
NM_001174068,17
NM_001184883,29
NM_001270546,29
NM_014931,24
NM_021633,12
NM_001243797,3
NM_007256,14
NM_001165899,17
NM_001193455,18
NM_004274,14
NM_001301027,20
NM_181700,14
NM_032258,14
NM_001113363,12
NM_001109977,14
NM_001195736,7
NM_005716,9
NM_152352,4
NM_002546,5
NM_001297435,6
NM_001313960,18
NM_014346,13
NM_199039,10
NM_001034850,9
NM_001271099,11
NM_173638,19
NM_023933,5
NM_002720,9
NM_001312909,6
NM_001003760,3
NM_019003,2
NM_006219,22
NM_001282490,19
NM_001286050,9
NM_032417,2
NM_001288632,5
NM_001166701,3
NM_173348,14
NM_015527,9
NM_001277406,15
NM_001286805,12
NM_080821,3
NM_001267571,13
NM_033387,2
NM_001267067,6
NM_014110,7
NM_001278507,1
NM_014225,15
NM_001170755,22
NM_138820,2
NM_001258369,27
NM_002660,32
NM_001267572,7
NM_033131,4
NM_022771,18
NM_001083,21
NM_001143886,25
NM_014678,23
NM_001012971,2
NM_020447,5
NM_175058,23
NM_001197221,11
NM_017726,4
NM_001001418,14
NM_001130036,6
NM_020773,14
NM_024519,22
NM_014980,28
NM_001080,10
NM_032829,3
NM_001024935,10
NM_001292054,18
NM_016495,8
NM_001277285,20
NM_015079,13
NM_001265579,17
NM_001111308,15
NM_001098785,2
NM_001101401,4
NM_001024094,9
NM_178822,6
NM_024692,16
NM_001291030,17
NM_001029884,17
NM_001195737,7
NM_001201543,7
NM_007200,37
NM_032421,16
NM_001039762,6
NM_005224,9
NM_145017,14
NM_002956,25
NM_001291328,11
NM_153027,1
NM_031424,1
NM_001206665,8
NM_001282411,8
NM_001097604,4
NM_032902,10
NM_001303109,10
NM_001013627,8
NM_000382,10
NM_016346,8
NM_001099653,5
NM_001142502,13
NM_001134402,2
NM_001164760,11
NM_014661,5
NM_001040020,10
NM_001256647,9
NM_015686,3
NM_054108,6
NM_001113361,14
NM_030958,10
NM_001293815,10
NM_001127245,3
NM_014281,11
NM_001195228,5
NM_001277325,8
NM_020904,20
NM_001303111,10
NM_001271618,22
NM_006663,13
NM_001307939,9
NM_001130961,24
NM_017655,6
NM_182580,3
NM_001265592,22
NM_001282493,19
NM_001164310,6
NM_016377,8
NM_001145425,8
NM_001136213,11
NM_001006682,2
NM_032270,3
NM_001193524,22
NM_001182,18
NM_004053,7
NM_001162951,18
NM_001014812,4
NM_006244,14
NM_002860,18
NM_004857,2
NM_017917,13
NM_080491,10
NM_024110,21
NM_018176,8
NM_004185,6
NM_001164404,18
NM_001308120,20
NM_006164,5
NM_001130083,21
NM_001017423,18
NM_002105,1
NM_012414,35
NM_001282699,4
NM_001012968,1
NM_031452,4
NM_000901,9
NM_015454,13
NM_001023567,16
NM_001308147,17
NM_014851,4
NM_001134403,4
NM_001258313,14
NM_183422,3
NM_016613,5
NM_001137610,8
NM_001077498,3
NM_015920,4
NM_144664,10
NM_014959,12
NM_018103,3
NM_001008727,4
NM_001127365,5
NM_016248,13
NM_199280,20
NM_001291018,4
NM_001137548,3
NM_001258388,4
NM_031464,11
NM_178042,14
NM_145111,2
NM_001282524,7
NM_005693,10
NM_144715,13
NM_005589,12
NM_001190826,5
NM_001135167,11
NM_001010919,3
NM_001561,9
NM_001172646,38
NM_133264,8
NM_015164,20
NM_005935,20
NM_001013646,2
NM_017607,22
NM_003785,6
NM_021005,3
NM_001105531,22
NM_001032287,12
NM_001193397,10
NM_001282700,4
NM_006990,9
NM_181897,13
NM_001306094,7
NM_015043,21
NM_001171134,8
NM_147187,10
NM_002662,27
NM_001242902,12
NM_001253913,6
NM_020819,21
NM_207418,4
NM_199190,15
NM_152647,16
NM_138689,4
NM_052910,1
NM_138389,15
NM_001042663,22
NM_001164758,11
NM_001206897,14
NM_001015045,18
NM_001242491,3
NM_001123392,14
NM_207468,6
NM_001206977,12
NM_030919,4
NM_001288989,33
NM_001143839,30
NM_001134381,24
NM_015568,11
NM_016648,13
NM_001270384,16
NM_001199570,13
NM_001300915,12
NM_174911,2
NM_182734,33
NM_032822,3
NM_182948,10
NM_024310,2
NM_201516,4
NM_002645,32
NM_001284305,13
NM_001102426,20
NM_001146157,3
NM_003298,15
NM_001130964,15
NM_052966,14
NM_001282179,14
NM_001253915,4
NM_173588,23
NM_001134404,4
NM_013244,7
NM_019054,9
NM_001256417,14
NM_001010872,5
NM_001159322,17
NM_001242861,11
NM_001289608,19
NM_001165979,32
NM_001309452,9
NM_001040453,9
NM_001130102,9
NM_173516,19
NM_001289022,6
NM_001276464,7
NM_001134321,2
NM_032775,7
NM_030949,4
NM_152641,21
NM_020639,8
NM_001143964,8
NM_138635,5
NM_001555,20
NM_001146214,18
NM_001297708,17
NM_031937,9
NM_178586,13
NM_012320,6
NM_001129891,4
NM_001135168,10
NM_182811,32
NM_001247997,26
NM_198491,8
NM_203349,12
NM_001303012,22
NM_001098794,12
NM_025247,21
NM_001177996,4
NM_001172428,5
NM_001010980,4
NM_178836,2
NM_018846,11
NM_139076,9
NM_001304723,5
NM_001243779,6
NM_017782,21
NM_001145207,5
NM_024677,12
NM_001164759,11
NM_024420,18
NM_198517,10
NM_001163418,9
NM_199133,5
NM_006225,15
NM_001143773,15
NM_001135647,5
NM_001282468,19
NM_199188,16
NM_001078171,1
NM_001288640,3
NM_001303504,8
NM_001290254,6
NM_001145158,17
NM_015990,11
NM_012268,13
NM_001111307,15
NM_001243780,6
NM_001247988,23
NM_012261,6
NM_001308112,5
NM_001161504,15
NM_023001,23
NM_153329,17
NM_173157,7
NM_002342,10
NM_202470,7
NM_001145191,2
NM_177454,8
NM_018201,12
NM_207123,11
NM_002039,10
NM_001171093,6
NM_001006607,14
NM_001282181,13
NM_004688,8
NM_001311193,16
NM_006063,6
NM_001007533,3
NM_001197027,14
NM_178126,9
NM_152467,5
NM_006026,1
NM_001253912,21
NM_014996,22
NM_001129728,22
NM_001307944,7
NM_001040100,3
NM_024869,2
NM_000693,13
NM_001300916,9
NM_001242936,8
NM_001286051,6
NM_020732,20
NM_001313959,20
NM_203459,17
NM_012124,11
NM_001080529,9
NM_001080545,5
NM_198510,13
NM_021622,12
NM_005930,24
NM_144671,3
NM_006246,14
NM_001282494,19
NM_001288772,33
NM_001080396,3
NM_001145946,16
NM_018647,9
NM_001160184,15
NM_001083537,7
NM_014077,4
NM_001012301,2
NM_014744,22
NM_153711,2
NM_006985,8
NM_014458,12
NM_012412,5
NM_018143,2
NM_001038640,18
NM_207334,1
NM_014056,4
NM_003822,7
NM_014945,24
NM_052879,16
NM_005858,14
NM_001135050,21
NM_199136,7
NM_133447,12
NM_001199107,8
NM_001099669,4
NM_001001417,14
NM_022835,19
NM_012233,24
NM_032180,6
NM_001042664,21
NM_001282409,9
NM_001309451,7
NM_019091,8
NM_001257970,15
NM_015188,13
NM_001170804,11
NM_001308429,5
NM_001267064,8
NM_001097596,4
NM_001143989,15
NM_001292003,10
NM_016605,5
NM_020644,5
NM_001037501,20
NM_001256666,20
NM_004973,18
NM_001080429,19
NM_002852,3
NM_001001974,12
NM_001161498,13
NM_020207,19
NM_014811,4
NM_005314,3
NM_002480,25
NM_001304722,6
NM_001161473,10
NM_006522,4
NM_001142703,3
NM_014330,3
NM_001184903,11
NM_030812,3
NM_020631,21
NM_001267062,9
NM_001303255,11
NM_144711,4
NM_174905,8
NM_005061,10
NM_014888,10
NM_178000,10
NM_001024934,10
NM_001172735,10
NM_006186,8
NM_001256416,15
NM_001127244,4
NM_003392,5
NM_001134476,8
NM_001291310,7
NM_205548,6
NM_032899,5
NM_133373,15
NM_152832,2
NM_006218,21
NM_001243782,6
NM_032595,10
NM_202494,6
NM_002717,10
NM_001282698,5
NM_001040057,12
NM_001037163,2
NM_006806,5
NM_001195608,14
NM_017658,5
NM_005218,2
NM_001425,5
NM_001122964,17
NM_144628,8
NM_198847,4
NM_001253,16
NM_001129896,18
NM_001143915,7
NM_001168347,10
NM_152994,21
NM_022106,4
NM_001099684,3
NM_001162529,20
NM_197958,2
NM_001010862,2
NM_030797,12
NM_001142356,5
NM_180991,13
NM_145647,22
NM_001128203,5
NM_173511,8
NM_016062,5
NM_032943,19
NM_138609,9
NM_032333,6
NM_032833,2
NM_030761,5
NM_020782,3
NM_001081573,10
NM_207409,3
NM_001167602,5
NM_001271098,12
NM_001112736,24
NM_001144857,15
NM_021131,11
NM_000283,22
NM_001040455,26
NM_024494,5
NM_147185,50
NM_015350,6
NM_032130,7
NM_001130960,23
NM_020853,13
NM_001039548,6
NM_001267065,8
NM_001007237,11
NM_001018076,9
NM_148965,10
NM_001282462,3
NM_015130,21
NM_017911,9
NM_032127,12
NM_033430,21
NM_014550,20
NM_001277323,8
NM_001142520,5
NM_001130081,26
NM_001135629,22
NM_144572,13
NM_001282311,10
NM_006243,13
NM_001161725,16
NM_001303507,8
NM_018461,7
NM_002460,9
NM_181876,9
NM_025010,10
NM_001145269,7
NM_001130101,9
NM_001288639,4
NM_001277083,15
NM_207578,9
NM_001162953,18
NM_000312,9
NM_004958,58
NM_001282697,4
NM_015262,30
NM_015155,18
NM_001265594,22
NM_181699,16
NM_001204458,10
NM_006245,16
NM_001291284,4
NM_032581,11
NM_018652,18
NM_001268284,4
NM_078480,12
NM_001168303,7
NM_014935,23
NM_005123,11
NM_001243784,31
NM_001161454,8
NM_198582,8
NM_021724,8
NM_022072,6
NM_006589,12
NM_001098805,15
NM_001310136,7
NM_001078173,1
NM_001258457,7
NM_020223,10
NM_201517,4
NM_001256887,4
NM_001098819,15
NM_004699,13
NM_001035254,11
NM_032642,5
NM_019099,2
NM_207446,3
NM_001257195,13
NM_000440,22
NM_002713,6
NM_001031700,6
NM_002481,24
NM_001008535,4
NM_003327,7
NM_014384,11
NM_001174070,5
NM_001242899,23
NM_003748,15
NM_001136538,22
NM_001193475,20
NM_001244990,25
NM_001128424,5
NM_170726,16
NM_006620,18
NM_030569,15
NM_019117,11
NM_080737,19
NM_145016,6
NM_003388,17
NM_001080444,9
NM_003842,9
NM_006014,3
NM_203355,23
NM_032229,2
NM_001173524,9
NM_001265578,17
NM_001010917,5
NM_001300763,7
NM_001282461,3
NM_001184749,3
NM_001136562,4
NM_177455,1
NM_198947,4
NM_001287528,15
NM_017958,8
NM_001034173,23
NM_001178145,2
NM_001040217,10
NM_001167676,3
NM_001079812,27
NM_001001664,11
NM_025015,12
NM_194252,4
NM_001256864,19
NM_003224,8
NM_194283,13
NM_001278293,8
NM_001205315,6
NM_032317,1
NM_001904,15
NM_012106,6
NM_001177465,5
NM_006909,27
NM_001024228,5
NM_001007226,12
NM_001103154,4
NM_014377,17
NM_145812,16
NM_001040192,2
NM_001024226,5
NM_001040666,7
NM_001007227,11
NM_001002252,5
NM_002157,4
NM_006736,9
NM_005345,1
NM_001294145,12
NM_001177634,6
NM_006092,14
NM_001177638,4
NM_152999,5
NM_001286503,17
NM_007175,12
NM_001025930,13
NM_175609,14
NM_032146,9
NM_001085458,21
NM_001242832,15
NM_138795,7
NM_138402,19
NM_001206890,17
NM_001031723,8
NM_001037164,2
NM_003839,10
NM_014365,3
NM_005880,9
NM_002734,11
NM_016638,6
NM_001100422,13
NM_003811,3
NM_001007228,10
NM_001256129,6
NM_001307980,5
NM_013238,6
NM_001146288,20
NM_001286635,9
NM_005491,7
NM_001145440,15
NM_006948,5
NM_012290,21
NM_013233,18
NM_001271970,12
NM_016073,6
NM_003299,18
NM_001025593,8
NM_021800,5
NM_001198622,5
NM_001253800,6
NM_001267545,6
NM_017626,9
NM_003809,7
NM_024686,21
NM_001290307,19
NM_001098210,16
NM_001313964,4
NM_144704,21
NM_015291,15
NM_001085466,18
NM_001256865,20
NM_005738,2
NM_012328,3
NM_012402,8
NM_001278268,10
NM_001165928,6
NM_178815,6
NM_001039550,10
NM_015190,5
NM_001271581,23
NM_212471,11
NM_015161,6
NM_001130846,7
NM_001281484,12
NM_001190942,3
NM_152686,8
NM_152734,8
NM_177985,6
NM_001040665,6
NM_001282743,12
NM_003808,6
NM_001142293,15
NM_003807,5
NM_001278205,4
NM_001267544,7
NM_001002762,8
NM_001276290,10
NM_003798,19
NM_001085465,17
NM_001098209,16
NM_001663,2
NM_032427,5
NM_001287433,9
NM_001139442,9
NM_001144766,14
NM_006573,6
NM_138704,1
NM_001287811,14
NM_001540,3
NM_032389,16
NM_001287432,10
NM_014640,20
NM_172087,5
NM_020248,6
NM_001661,2
NM_002155,1
NM_017833,2
NM_005348,11
NM_005527,2
NM_001267547,8
NM_133484,4
NM_024902,3
NM_001267546,7
NM_025219,5
NM_212460,2
NM_033105,6
NM_014280,9
NM_001293285,15
NM_016544,7
NM_001313858,6
NM_001314039,8
NM_003823,3
NM_001281482,14
NM_001145645,5
NM_001287431,9
NM_172088,7
NM_001129888,3
NM_023071,14
NM_001244944,6
NM_001085459,20
NM_018234,6
NM_001286974,19
NM_001304944,4
NM_181706,5
NM_006420,39
NM_030877,16
NM_212472,11
NM_001332,22
NM_001085468,17
NM_001135005,4
NM_001100423,13
NM_001177,6
NM_001007230,12
NM_003473,14
NM_001267549,7
NM_001284333,23
NM_182915,6
NM_001658,5
NM_018184,7
NM_001162916,5
NM_001660,6
