,transcript_id,freeenergy,length
NM_001199682,NM_001199682,-334.9,1203
NM_018467,NM_018467,-320.8,877
NM_013242,NM_013242,-403.2,1308
NM_001136275,NM_001136275,-817.4,2591
NM_138493,NM_138493,-236.1,637
NM_032236,NM_032236,-1323.9,4465
NM_015332,NM_015332,-1897.2,4932
NM_181645,NM_181645,-548.2,2698
NM_006893,NM_006893,-742.5,2115
NM_001165032,NM_001165032,-992.4,3505
NM_207321,NM_207321,-540.5,1756
NM_001142471,NM_001142471,-425,1606
NM_001105578,NM_001105578,-300.6,946
NM_001170726,NM_001170726,-653.5,1609
NM_001256016,NM_001256016,-471.9,1495
NM_032181,NM_032181,-568.6,1832
NM_001131036,NM_001131036,-346.8,1417
NM_001097579,NM_001097579,-407.9,1938
NM_001142292,NM_001142292,-869.5,2458
NM_015960,NM_015960,-440.5,1378
NM_006927,NM_006927,-1932.4,4450
NM_001173988,NM_001173988,-1431.2,3151
NM_024642,NM_024642,-944.5,2752
NM_138785,NM_138785,-300.7,1138
NM_152592,NM_152592,-1412.6,3277
NM_001013663,NM_001013663,-197.8,602
NM_033286,NM_033286,-498.5,1763
NM_022839,NM_022839,-491.3,1501
NM_024722,NM_024722,-885.3,2048
NM_001007523,NM_001007523,-598.3,1116
NM_022485,NM_022485,-852.2,2200
NM_004792,NM_004792,-631.4,2717
NM_016107,NM_016107,-1327.3,4746
NM_018293,NM_018293,-1128.3,4957
NM_004434,NM_004434,-1321.5,4479
NM_001172660,NM_001172660,-565.6,1663
NM_004158,NM_004158,-249,471
NM_145062,NM_145062,-569.8,2226
NM_001202502,NM_001202502,-670.1,1958
NM_007198,NM_007198,-788.7,2586
NM_001014447,NM_001014447,-969.7,2292
NM_017638,NM_017638,-867.7,1869
NM_001010887,NM_001010887,-892.5,2852
NM_138568,NM_138568,-769.6,1719
NM_001193283,NM_001193283,-529.7,1976
NM_001128924,NM_001128924,-1120.1,4213
NM_052873,NM_052873,-286,865
NM_206921,NM_206921,-787.3,2387
NM_001009958,NM_001009958,-377.1,1222
NM_001142676,NM_001142676,-1494.8,3419
NM_021619,NM_021619,-1070,2492
NM_001189,NM_001189,-1021.9,2241
NM_032451,NM_032451,-1466.7,3249
NM_018279,NM_018279,-1533,4659
NM_152654,NM_152654,-658.1,1732
NM_207340,NM_207340,-647.7,1319
NM_001136157,NM_001136157,-1220.7,2926
NM_138455,NM_138455,-391.3,1279
NM_024091,NM_024091,-615.9,2451
NM_182924,NM_182924,-1415.1,3144
NM_019034,NM_019034,-970.6,2451
NM_153271,NM_153271,-1289.7,3250
NM_053001,NM_053001,-653.6,1795
NM_019096,NM_019096,-1194,3043
NM_001184888,NM_001184888,-903.1,3085
NM_001271851,NM_001271851,-823.6,2644
NM_001272066,NM_001272066,-864,2153
NM_018265,NM_018265,-1721.1,4161
NM_001288734,NM_001288734,-1315.9,4826
NM_022913,NM_022913,-1181.8,4633
NM_006414,NM_006414,-369.1,1197
NM_001159387,NM_001159387,-637.3,1806
NM_015668,NM_015668,-1118,4310
NM_001286192,NM_001286192,-916.4,2551
NM_020147,NM_020147,-578,2119
NM_001145923,NM_001145923,-1287.7,4874
NM_001318064,NM_001318064,-884.1,3071
NM_001304504,NM_001304504,-1193,4060
NM_177967,NM_177967,-996.7,2610
NM_001282670,NM_001282670,-1557.8,3592
NM_001283036,NM_001283036,-558.2,1669
NM_001146075,NM_001146075,-844.1,3585
NM_016147,NM_016147,-925.1,2744
NM_001190787,NM_001190787,-783.1,2104
NM_024325,NM_024325,-1213.1,3644
NM_001130519,NM_001130519,-839.6,3213
NM_001305084,NM_001305084,-799,1868
NM_001097590,NM_001097590,-417.7,1316
NM_014254,NM_014254,-583.7,1963
NM_001305456,NM_001305456,-873.1,2614
NM_001080791,NM_001080791,-695.8,1920
NM_001286798,NM_001286798,-677.9,1562
NM_001308076,NM_001308076,-1090,4104
NM_001003677,NM_001003677,-634.5,1764
NM_138727,NM_138727,-1356.8,4501
NM_001170587,NM_001170587,-1215.5,3507
NM_001277092,NM_001277092,-981.6,3390
NM_024623,NM_024623,-959.9,2184
NM_144593,NM_144593,-478.7,1235
NM_001256185,NM_001256185,-845.7,2440
NM_001304272,NM_001304272,-238.1,700
NM_001257160,NM_001257160,-943.4,3315
NM_015654,NM_015654,-828.5,1987
NM_001318135,NM_001318135,-913.5,2853
NM_001198994,NM_001198994,-1458.2,3662
NM_153235,NM_153235,-1315.3,4685
NM_001272053,NM_001272053,-728.1,2065
NM_001289058,NM_001289058,-641.7,2350
NM_001164382,NM_001164382,-806.4,2888
NM_001261837,NM_001261837,-906.5,3685
NM_001289184,NM_001289184,-689.3,2691
NM_178570,NM_178570,-1014.6,2220
NM_014788,NM_014788,-1684.7,4629
NM_001288809,NM_001288809,-983.3,2237
NM_024496,NM_024496,-1859.7,4213
NM_001042403,NM_001042403,-981.34,3890
NM_001272069,NM_001272069,-793.8,2823
NM_001271707,NM_001271707,-886.9,2730
NM_001297775,NM_001297775,-1152.2,4301
NM_001282673,NM_001282673,-704.2,1567
NM_001261836,NM_001261836,-896.9,3692
NM_001146083,NM_001146083,-1084,2489
NM_014828,NM_014828,-1399.6,4545
NM_032017,NM_032017,-1555.6,3899
NM_198925,NM_198925,-1588,3780
NM_021932,NM_021932,-1569,3783
NM_032174,NM_032174,-1127.5,2927
NM_001282573,NM_001282573,-460.6,1458
NM_001284415,NM_001284415,-674.9,2107
NM_001304998,NM_001304998,-1435.82,4613
NM_013375,NM_013375,-775.3,2264
NM_012168,NM_012168,-803.1,1724
NM_001198953,NM_001198953,-556.8,1524
NM_001174124,NM_001174124,-490.81,1924
NM_001297617,NM_001297617,-1056.2,4249
NM_001287496,NM_001287496,-846.1,3271
NM_001308218,NM_001308218,-1442.1,4033
NM_016390,NM_016390,-1793.4,4302
NM_001171201,NM_001171201,-921.5,2702
NM_032819,NM_032819,-1465.1,3574
NM_004258,NM_004258,-1192.9,3563
NM_001085372,NM_001085372,-769.5,1959
NM_014948,NM_014948,-1839.9,4362
NM_001286828,NM_001286828,-192.1,615
NM_020692,NM_020692,-1233.6,3148
NM_001243892,NM_001243892,-843.4,2230
NM_022493,NM_022493,-946,2162
NM_024298,NM_024298,-1129.7,2616
NM_001281459,NM_001281459,-888.4,2191
NM_183006,NM_183006,-1349.75,3765
NM_001243279,NM_001243279,-1580.1,3751
NM_021996,NM_021996,-797.4,1985
NM_001281444,NM_001281444,-610.5,1623
NM_001278683,NM_001278683,-1982.8,4991
NM_001278248,NM_001278248,-384.8,1383
NM_001242946,NM_001242946,-794.7,2405
NM_001267818,NM_001267818,-321,1166
NM_001081559,NM_001081559,-728.9,1775
NM_001294337,NM_001294337,-351.5,713
NM_001142730,NM_001142730,-1257.5,3438
NM_178568,NM_178568,-1563.3,3625
NM_001174118,NM_001174118,-1291.3,2676
NM_017444,NM_017444,-709.7,2504
NM_001258399,NM_001258399,-678.6,1770
NM_147188,NM_147188,-976.4,3497
NM_001206641,NM_001206641,-216,741
NM_001184782,NM_001184782,-952.2,3628
NM_001164391,NM_001164391,-1060.1,4064
NM_001123225,NM_001123225,-133.3,442
NM_001281433,NM_001281433,-280.6,940
NM_153446,NM_153446,-755.6,2021
NM_001258390,NM_001258390,-956.7,2772
NM_001291586,NM_001291586,-1226.9,3348
NM_032315,NM_032315,-491,1476
NM_017740,NM_017740,-1128.6,3168
NM_001207068,NM_001207068,-468.4,1496
NM_001170692,NM_001170692,-827.6,3255
NM_001258248,NM_001258248,-1708.1,3805
NM_001289167,NM_001289167,-837,3032
NM_024952,NM_024952,-1114.1,3011
NM_001286723,NM_001286723,-878.5,2418
NM_001294340,NM_001294340,-1424,3816
NM_001288968,NM_001288968,-923.5,2320
NM_003703,NM_003703,-986.7,3049
NM_181804,NM_181804,-507.2,1348
NM_001284257,NM_001284257,-1410.4,3385
NM_014064,NM_014064,-670.3,1536
NM_001286537,NM_001286537,-1156.67,4262
NM_001278247,NM_001278247,-374.1,1336
NM_005706,NM_005706,-830.6,1749
NM_001286749,NM_001286749,-766.8,2701
NM_015677,NM_015677,-476.6,1834
NM_001282547,NM_001282547,-1478.7,3662
NM_001042493,NM_001042493,-623.4,2437
NM_025029,NM_025029,-452,967
NM_001284431,NM_001284431,-1316.4,4922
NM_001308130,NM_001308130,-535.54,2220
NM_001288972,NM_001288972,-850.6,2162
NM_001256188,NM_001256188,-857.6,2404
NM_001278711,NM_001278711,-612.2,1813
NM_001256370,NM_001256370,-502.6,2202
NM_001161342,NM_001161342,-467,1263
NM_152441,NM_152441,-849.4,2111
NM_031922,NM_031922,-1247.6,4033
NM_001286046,NM_001286046,-989.7,3746
NM_001286506,NM_001286506,-434.4,1331
NM_022496,NM_022496,-656.7,2491
NM_021088,NM_021088,-1238.9,3980
NM_001286612,NM_001286612,-1172.1,3763
NM_001084393,NM_001084393,-529.8,1641
NM_001077445,NM_001077445,-1406.3,4713
NM_001305108,NM_001305108,-599.9,1485
NM_032336,NM_032336,-1469.77,3841
NM_138803,NM_138803,-693.1,2846
NM_018446,NM_018446,-756.7,2165
NM_017910,NM_017910,-537.9,1856
NM_025222,NM_025222,-1456.5,4292
NM_001193654,NM_001193654,-1044.3,2387
NM_001271640,NM_001271640,-571.64,2679
NM_001290292,NM_001290292,-456.9,1165
NM_001301021,NM_001301021,-862.8,3236
NM_020442,NM_020442,-1572.6,3622
NM_174894,NM_174894,-417.8,868
NM_001261392,NM_001261392,-945,3437
NM_001289029,NM_001289029,-800.4,2228
NM_001042473,NM_001042473,-1073.3,3871
NM_001304273,NM_001304273,-462.09,1248
NM_001303439,NM_001303439,-946.3,2380
NM_001174108,NM_001174108,-797.8,2940
NM_001301700,NM_001301700,-469,1313
NM_144567,NM_144567,-1325.5,4717
NM_001204886,NM_001204886,-1906.7,4247
NM_130465,NM_130465,-1134.2,2596
NM_001278290,NM_001278290,-881.5,2736
NM_001312,NM_001312,-563,1247
NM_018393,NM_018393,-912.7,2817
NM_001286149,NM_001286149,-841.3,2337
NM_152553,NM_152553,-1080.3,4611
NM_001286747,NM_001286747,-776.9,2847
NM_001308139,NM_001308139,-351.5,1249
NM_001308129,NM_001308129,-491.34,1988
NM_004384,NM_004384,-966.9,4251
NM_024835,NM_024835,-826,2869
NM_001286696,NM_001286696,-789.1,2206
NM_001301701,NM_001301701,-434.1,1135
NM_001291931,NM_001291931,-1416.7,3209
NM_001258396,NM_001258396,-673.7,1750
NM_001112808,NM_001112808,-935.1,3328
NM_001304530,NM_001304530,-999.4,3555
NM_001292049,NM_001292049,-946.9,2915
NM_001264573,NM_001264573,-1686.8,4308
NM_001271789,NM_001271789,-1149.2,4319
NM_017615,NM_017615,-457.6,1420
NM_145716,NM_145716,-1179.5,3259
NM_001243891,NM_001243891,-834.7,2284
NM_182985,NM_182985,-565.2,1914
NM_001297759,NM_001297759,-669,2580
NM_016401,NM_016401,-327.1,1187
NM_001282574,NM_001282574,-480.8,1489
NM_001282757,NM_001282757,-583.7,2167
NM_001286196,NM_001286196,-904.2,2515
NM_001287585,NM_001287585,-475.6,1760
NM_001160408,NM_001160408,-639.4,2001
NM_001278685,NM_001278685,-2015.7,4999
NM_005455,NM_005455,-785.8,3162
NM_001085476,NM_001085476,-1019.1,2725
NM_001318085,NM_001318085,-1285.5,4753
NM_006524,NM_006524,-539.84,2542
NM_001128225,NM_001128225,-1150.3,2429
NM_001286451,NM_001286451,-353.4,942
NM_001308138,NM_001308138,-361.7,1255
NM_198047,NM_198047,-543.8,1924
NM_001127395,NM_001127395,-1914.7,4897
NM_001282499,NM_001282499,-331.3,1057
NM_001170690,NM_001170690,-1369.1,4058
NM_001288806,NM_001288806,-987.8,2228
NM_001278224,NM_001278224,-380.5,1186
NM_001303125,NM_001303125,-865.7,2297
NM_001195307,NM_001195307,-512.6,2136
NM_001042575,NM_001042575,-821.5,2509
NM_018449,NM_018449,-1368.4,4299
NM_016090,NM_016090,-990.2,3747
NM_201612,NM_201612,-459.1,1604
NM_001256379,NM_001256379,-1136.9,4102
NM_001317199,NM_001317199,-1188.5,2776
NM_001277074,NM_001277074,-311.2,880
NM_148887,NM_148887,-644.6,1852
NM_001303523,NM_001303523,-1371.7,4476
NM_153608,NM_153608,-774.9,2496
NM_001184917,NM_001184917,-1560.9,3295
NM_001171907,NM_001171907,-864.6,2455
NM_001100874,NM_001100874,-481.2,1755
NM_001286586,NM_001286586,-776.6,1843
NM_033318,NM_033318,-516,1585
NM_001304498,NM_001304498,-586.7,2205
NM_024954,NM_024954,-819,1711
NM_033549,NM_033549,-1617.5,3684
NM_001128636,NM_001128636,-1662.1,3751
NM_001287049,NM_001287049,-561.3,1941
NM_001256024,NM_001256024,-1242.5,2846
NM_001300729,NM_001300729,-1617,4429
NM_024093,NM_024093,-1178.67,4388
NM_005997,NM_005997,-507.4,1546
NM_001284517,NM_001284517,-688.8,1853
NM_001288805,NM_001288805,-1231.7,2942
NM_152732,NM_152732,-367.7,962
NM_001285444,NM_001285444,-1468.3,4592
NM_015392,NM_015392,-717.2,1548
NM_001277199,NM_001277199,-549.3,1915
NM_001270574,NM_001270574,-1046.8,4118
NM_199229,NM_199229,-835.9,3265
NM_001168254,NM_001168254,-553.3,2024
NM_001135673,NM_001135673,-1023.6,3837
NM_001286799,NM_001286799,-630.3,1491
NM_001308075,NM_001308075,-429.9,1128
NM_001201965,NM_001201965,-711,2456
NM_001145118,NM_001145118,-2109.6,4632
NM_001304500,NM_001304500,-574.2,2144
NM_001270953,NM_001270953,-920,1925
NM_001261383,NM_001261383,-578.4,2235
NM_021937,NM_021937,-924.9,2252
NM_178148,NM_178148,-873.9,2084
NM_194320,NM_194320,-888.4,2406
NM_025113,NM_025113,-1281,3979
NM_030580,NM_030580,-904.3,2841
NM_015036,NM_015036,-1526.24,4693
NM_001025436,NM_001025436,-347.2,1287
NM_032237,NM_032237,-580.3,1623
NM_033161,NM_033161,-1157.8,3068
NM_022494,NM_022494,-618.1,2231
NM_001288580,NM_001288580,-912.5,3734
NM_144708,NM_144708,-1068.2,4443
NM_003432,NM_003432,-821.2,3061
NM_001142761,NM_001142761,-584.7,2039
NM_017715,NM_017715,-553.8,1682
NM_001145398,NM_001145398,-1806.4,4398
NM_001282999,NM_001282999,-970.7,2503
NM_003425,NM_003425,-1241.1,3903
NM_001303030,NM_001303030,-838.2,2563
NM_018322,NM_018322,-669.9,2027
NM_001172677,NM_001172677,-1174.5,4013
NM_001256404,NM_001256404,-1246.7,4514
NM_001282998,NM_001282998,-969.2,2490
NM_017677,NM_017677,-844.5,2675
NM_001287392,NM_001287392,-502,1875
NM_007367,NM_007367,-1811.74,4742
NM_001242843,NM_001242843,-816.5,3146
NM_001288763,NM_001288763,-890.5,2568
NM_001282454,NM_001282454,-638.8,2225
NM_017913,NM_017913,-932.4,3516
NM_001284268,NM_001284268,-531.3,1939
NM_001271874,NM_001271874,-936.1,2486
NM_001282497,NM_001282497,-1258,3767
NM_173537,NM_173537,-1164.2,3599
NM_001278506,NM_001278506,-425.7,1287
NM_020441,NM_020441,-828.1,1927
NM_001145464,NM_001145464,-1022.3,2996
NM_016546,NM_016546,-1191.8,3403
NM_024039,NM_024039,-682.2,2543
NM_198456,NM_198456,-491.3,1153
NM_001257282,NM_001257282,-353.9,1154
NM_001303441,NM_001303441,-609.7,1488
NM_001199021,NM_001199021,-979.1,2179
NM_001286615,NM_001286615,-1220.1,4247
NM_001283002,NM_001283002,-1003.7,2568
NM_001256435,NM_001256435,-1678.3,3525
NM_016050,NM_016050,-556.4,1622
NM_001268,NM_001268,-1000.2,3280
NM_001080419,NM_001080419,-1577.2,3865
NM_001301103,NM_001301103,-779.9,2043
NM_001242415,NM_001242415,-1045.8,3102
NM_032881,NM_032881,-342.5,939
NM_021940,NM_021940,-901.3,3268
NM_001271639,NM_001271639,-562.74,2620
NM_001163989,NM_001163989,-1090.3,2847
NM_001159378,NM_001159378,-1156.8,3038
NM_145754,NM_145754,-1594.6,3288
NM_152444,NM_152444,-699.5,2610
NM_001303440,NM_001303440,-547.4,1340
NM_001145023,NM_001145023,-830.3,1849
NM_001258036,NM_001258036,-1242.3,3619
NM_001200050,NM_001200050,-926,3027
NM_001168385,NM_001168385,-742.1,3031
NM_001308216,NM_001308216,-1406.22,3902
NM_001002257,NM_001002257,-1228.4,4916
NM_001286173,NM_001286173,-1239.9,4632
NM_001278283,NM_001278283,-863.9,3350
NM_005107,NM_005107,-1066.8,3146
NM_024585,NM_024585,-867,2181
NM_145280,NM_145280,-1811.6,4758
NM_024783,NM_024783,-1006.3,3613
NM_001242485,NM_001242485,-906.5,2771
NM_001291715,NM_001291715,-762.2,2218
NM_021944,NM_021944,-903,2430
NM_001300959,NM_001300959,-2029.6,4983
NM_173555,NM_173555,-1705.1,3798
NM_022337,NM_022337,-449,1479
NM_016505,NM_016505,-522.2,1635
NM_001145295,NM_001145295,-705.5,2421
NM_001003692,NM_001003692,-365.3,936
NM_001297744,NM_001297744,-788.2,3239
NM_001256372,NM_001256372,-956.64,3482
NM_175619,NM_175619,-717.5,1467
NM_032843,NM_032843,-1606.3,3257
NM_006352,NM_006352,-1226.2,4319
NM_001290083,NM_001290083,-902.5,3019
NM_001033518,NM_001033518,-1669.5,4456
NM_145041,NM_145041,-1220.2,3326
NM_001301252,NM_001301252,-1206.8,4064
NM_001271833,NM_001271833,-1077.4,3228
NM_014154,NM_014154,-873.9,3236
NM_001288573,NM_001288573,-817,2035
NM_033088,NM_033088,-1194.6,3291
NM_001278346,NM_001278346,-1222.9,2921
NM_020152,NM_020152,-689.2,2260
NM_001077198,NM_001077198,-1545.2,3910
NM_032947,NM_032947,-843,2344
NM_005341,NM_005341,-997.6,2365
NM_001289034,NM_001289034,-1098.7,2638
NM_001242500,NM_001242500,-507.9,1364
NM_001300743,NM_001300743,-1154.1,3615
NM_178169,NM_178169,-1015.7,3492
NM_001282174,NM_001282174,-673.2,2276
NM_001278169,NM_001278169,-677.4,1911
NM_001300728,NM_001300728,-1306.8,4806
NM_203293,NM_203293,-1352.6,2978
NM_001144027,NM_001144027,-2247.8,4726
NM_001284316,NM_001284316,-1181.6,2888
NM_001282498,NM_001282498,-1107,3318
NM_017850,NM_017850,-771,2445
NM_016098,NM_016098,-281.8,977
NM_001167734,NM_001167734,-1575.6,3629
NM_001160706,NM_001160706,-733.1,3114
NM_138401,NM_138401,-652.9,1462
NM_001291588,NM_001291588,-1090.6,3017
NM_001317992,NM_001317992,-469.07,1635
NM_001287493,NM_001287493,-874.8,3386
NM_005707,NM_005707,-1125.7,2866
NM_022479,NM_022479,-1397.1,3518
NM_017665,NM_017665,-530.54,2178
NM_005881,NM_005881,-870.8,2144
NM_001282968,NM_001282968,-775.4,2118
NM_001099673,NM_001099673,-210.3,930
NM_144999,NM_144999,-1315.8,2741
NM_001286589,NM_001286589,-945.8,3474
NM_001204094,NM_001204094,-909.7,3742
NM_001288610,NM_001288610,-530.2,1657
NM_001145308,NM_001145308,-1462.28,3623
NM_001270680,NM_001270680,-960.54,3239
NM_001287237,NM_001287237,-675.6,1588
NM_152429,NM_152429,-970.3,2564
NM_001285449,NM_001285449,-755,2120
NM_001301324,NM_001301324,-581.2,1261
NM_001242882,NM_001242882,-975,2617
NM_058164,NM_058164,-844.2,2057
NM_033208,NM_033208,-957.5,3435
NM_001130708,NM_001130708,-800.4,2184
NM_003677,NM_003677,-778.7,2731
NM_001142423,NM_001142423,-540,1947
NM_001267043,NM_001267043,-1072.9,4549
NM_001278292,NM_001278292,-879.3,2726
NM_001289181,NM_001289181,-729.9,2820
NM_001303443,NM_001303443,-568.8,1382
NM_016479,NM_016479,-894.1,2187
NM_032259,NM_032259,-1434.6,3299
NM_194436,NM_194436,-906.8,2027
NM_001318129,NM_001318129,-353.5,890
NM_015160,NM_015160,-836,2182
NM_181334,NM_181334,-870.3,2161
NM_001145303,NM_001145303,-1029,2495
NM_001303124,NM_001303124,-890.2,2328
NM_001285447,NM_001285447,-1400,4485
NM_001261834,NM_001261834,-933.4,2247
NM_001282614,NM_001282614,-442.2,1607
NM_001276252,NM_001276252,-1961,4819
NM_032773,NM_032773,-698.7,2325
NM_152281,NM_152281,-623.8,2583
NM_001271007,NM_001271007,-305.7,745
NM_001286773,NM_001286773,-204.2,707
NM_001040456,NM_001040456,-712,1756
NM_016104,NM_016104,-496.2,1690
NM_001044723,NM_001044723,-979,4275
NM_153261,NM_153261,-585.9,2201
NM_001304446,NM_001304446,-1227.3,4925
NM_007227,NM_007227,-677.9,1725
NM_001282995,NM_001282995,-1042.3,2736
NM_001202438,NM_001202438,-1335.7,4698
NM_001243727,NM_001243727,-526.6,1181
NM_024604,NM_024604,-868,3687
NM_032351,NM_032351,-520.7,1722
NM_001261434,NM_001261434,-511.9,1377
NM_001164836,NM_001164836,-859.9,2229
NM_001146056,NM_001146056,-1062,2410
NM_024622,NM_024622,-784.4,3027
NM_001278624,NM_001278624,-1075.9,3861
NM_206953,NM_206953,-1023.7,2845
NM_001145348,NM_001145348,-989.7,2531
NM_001146322,NM_001146322,-686.5,2596
NM_012091,NM_012091,-1168.2,3545
NM_001304505,NM_001304505,-1169.3,3972
NM_032780,NM_032780,-1026.4,2551
NM_022359,NM_022359,-587.3,1711
NM_001318136,NM_001318136,-920.9,2885
NM_001267042,NM_001267042,-1281.1,4638
NM_153219,NM_153219,-550.8,1144
NM_052944,NM_052944,-894.5,2363
NM_001145307,NM_001145307,-475.8,1314
NM_001284256,NM_001284256,-1412.8,3388
NM_001008892,NM_001008892,-877.3,2994
NM_022760,NM_022760,-892.6,2041
NM_032168,NM_032168,-697.1,2716
NM_001204220,NM_001204220,-1128.5,4195
NM_001198993,NM_001198993,-1233.3,3175
NM_001278222,NM_001278222,-595.1,1619
NM_001204352,NM_001204352,-797.8,3061
NM_032352,NM_032352,-653.9,2604
NM_052989,NM_052989,-1508,4263
NM_024597,NM_024597,-1279.6,4575
NM_001287013,NM_001287013,-707.5,1952
NM_001271593,NM_001271593,-939.7,2783
NM_032156,NM_032156,-1330.6,4544
NM_001142419,NM_001142419,-540.5,1980
NM_001318086,NM_001318086,-1241.1,4648
NM_001136105,NM_001136105,-513.8,1535
NM_013285,NM_013285,-673.9,2419
NM_001171908,NM_001171908,-836.6,2404
NM_001287438,NM_001287438,-1088.2,3866
NM_152437,NM_152437,-1305.4,4341
NM_001304823,NM_001304823,-223.2,683
NM_020886,NM_020886,-1372.5,4678
NM_012392,NM_012392,-736.7,1997
NM_001318148,NM_001318148,-636.6,2106
NM_001201407,NM_001201407,-1188.4,3608
NM_001304817,NM_001304817,-225.9,694
NM_001265581,NM_001265581,-784.6,2516
NM_001267053,NM_001267053,-429.2,1281
NM_001282786,NM_001282786,-505.9,1925
NM_178136,NM_178136,-1308.6,3354
NM_024493,NM_024493,-1518.4,4725
NM_020437,NM_020437,-1244.1,3313
NM_003314,NM_003314,-412.3,1500
NM_001286831,NM_001286831,-927.7,3020
NM_001297643,NM_001297643,-344,895
NM_001198800,NM_001198800,-795.7,2644
NM_201222,NM_201222,-871.9,2176
NM_017432,NM_017432,-727.9,1714
NM_198043,NM_198043,-688.2,1808
NM_001287804,NM_001287804,-626.4,1646
NM_052935,NM_052935,-513.7,1430
NM_001177483,NM_001177483,-177.3,618
NM_012140,NM_012140,-954.4,2008
NM_032890,NM_032890,-1547.9,4945
NM_001278647,NM_001278647,-942,2278
NM_001260488,NM_001260488,-797.2,2718
NM_001163377,NM_001163377,-1074.3,2063
NM_001301317,NM_001301317,-1142.2,3257
NM_017779,NM_017779,-1080.77,4607
NM_001271650,NM_001271650,-884.3,3474
NM_001193270,NM_001193270,-702.1,2344
NM_017570,NM_017570,-1965.8,4050
NM_001282996,NM_001282996,-1009.2,2610
NM_001282933,NM_001282933,-1474.6,3595
NM_001146109,NM_001146109,-375.2,1220
NM_152911,NM_152911,-858.1,1857
NM_001267041,NM_001267041,-1322.4,4746
NM_032325,NM_032325,-958.6,2896
NM_003575,NM_003575,-1677.4,3760
NM_018301,NM_018301,-671.3,2523
NM_024898,NM_024898,-1087.3,2836
NM_001267817,NM_001267817,-238.4,894
NM_152392,NM_152392,-1066,3059
NM_001278743,NM_001278743,-1021.2,3811
NM_001031855,NM_001031855,-1113.1,3112
NM_001286513,NM_001286513,-805.8,1929
NM_001286830,NM_001286830,-971.7,3215
NM_138802,NM_138802,-553.1,1323
NM_001080521,NM_001080521,-1099,2698
NM_016487,NM_016487,-339.6,1199
NM_032110,NM_032110,-1505.1,3083
NM_001286373,NM_001286373,-1077.8,2825
NM_001145715,NM_001145715,-544.4,1689
NM_001261440,NM_001261440,-877.5,3178
NM_001280544,NM_001280544,-1494.1,4520
NM_001286680,NM_001286680,-638.8,1532
NM_001304562,NM_001304562,-444.1,1083
NM_001282685,NM_001282685,-758,1607
NM_018690,NM_018690,-1609.5,3792
NM_001286472,NM_001286472,-1046.1,2832
NM_001199039,NM_001199039,-1169,2871
NM_001286188,NM_001286188,-1397.77,4944
NM_001006616,NM_001006616,-1123.6,2564
NM_013386,NM_013386,-958.1,3600
NM_181805,NM_181805,-544.6,1453
NM_006115,NM_006115,-769.5,2231
NM_001160183,NM_001160183,-592.14,2757
NM_001304458,NM_001304458,-961.3,3408
NM_032131,NM_032131,-1053.6,3736
NM_001304821,NM_001304821,-256.5,801
NM_001318134,NM_001318134,-1833,4315
NM_001271838,NM_001271838,-408.7,1766
NM_176871,NM_176871,-2006.5,4608
NM_025245,NM_025245,-705.4,1747
NM_006916,NM_006916,-829.4,3239
NM_001287336,NM_001287336,-859.21,2651
NM_001198798,NM_001198798,-834.7,2683
NM_170691,NM_170691,-913.7,3123
NM_001128631,NM_001128631,-727.1,2024
NM_001284194,NM_001284194,-830.7,2191
NM_001301775,NM_001301775,-749.5,2113
NM_001270679,NM_001270679,-849.4,2899
NM_001135775,NM_001135775,-1292.6,2640
NM_001280792,NM_001280792,-1083.3,2881
NM_001130967,NM_001130967,-939.6,2349
NM_001278629,NM_001278629,-656,2091
NM_147196,NM_147196,-803.4,1861
NM_001206736,NM_001206736,-1293.94,3574
NM_001284252,NM_001284252,-1444.5,3589
NM_014583,NM_014583,-633.3,1757
NM_016082,NM_016082,-707.2,1995
NM_001286198,NM_001286198,-1070.8,2808
NM_017993,NM_017993,-948.6,3047
NM_001270875,NM_001270875,-1683.4,4788
NM_032374,NM_032374,-880.3,2528
NM_001286717,NM_001286717,-1148.6,4371
NM_001143829,NM_001143829,-940.5,4033
NM_174917,NM_174917,-1573.4,3747
NM_173510,NM_173510,-1213,3991
NM_001287513,NM_001287513,-1146.1,4279
NM_001008703,NM_001008703,-403.3,950
NM_018119,NM_018119,-1278.9,3745
NM_001160224,NM_001160224,-604.8,2020
NM_001199341,NM_001199341,-285.8,835
NM_001039210,NM_001039210,-710,2934
NM_001173976,NM_001173976,-639.7,1969
NM_001009936,NM_001009936,-403,995
NM_012424,NM_012424,-1211.4,4219
NM_001289119,NM_001289119,-680,2705
NM_016510,NM_016510,-1000.7,2544
NM_001300945,NM_001300945,-340,955
NM_001304508,NM_001304508,-544.78,1456
NM_020210,NM_020210,-1602.9,3814
NM_001286748,NM_001286748,-896.4,2839
NM_001280791,NM_001280791,-1206.3,3166
NM_001170686,NM_001170686,-1674.4,3338
NM_001304502,NM_001304502,-611.6,2277
NM_001289121,NM_001289121,-762.1,2846
NM_152996,NM_152996,-852.6,3259
NM_012171,NM_012171,-1138,2605
NM_001270394,NM_001270394,-447.9,1953
NM_153687,NM_153687,-883.8,3175
NM_001297757,NM_001297757,-921.4,3525
NM_001289109,NM_001289109,-960.9,2898
NM_001308237,NM_001308237,-1321.47,4965
NM_001305078,NM_001305078,-824.7,1983
NM_138343,NM_138343,-502.4,1324
NM_003216,NM_003216,-1840.1,4404
